WorkerId	DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Discourse.MetLit	word1	word2	word3	word4	word5
w306	d228	get disease	catch disease	lit	lit	legal	right	prosecuted	victim	service
w341	d228	get disease	catch disease	lit	lit	benefit	service	right	representation	prosecuted
w301	d228	get disease	catch disease	lit	lit	legal	hearing	prosecuted	victim	criminal
w164	d228	get disease	catch disease	lit	met	benefit	disciplinary	covered	course	right
w1	d77	invest money	pour money	met	met	in	addition	and	pressures	global
w100	d77	invest money	pour money	met	lit	required	emissions	ghgs	acute	fuel
w108	d77	invest money	pour money	met	lit	hectares	fossil fuel	electricity	land	food
w442	d77	invest money	pour money	met	lit	addition	hectares	use	requirement	acute
w3	d77	invest money	pour money	met	lit	electricity	generation	global	emissions	polluting
w192	d77	invest money	pour money	met	lit	greater	make	more	fossil	fuel
w265	d77	invest money	pour money	met	lit	fuel	polluting	emissions	exports	crops
w146	d77	invest money	pour money	met	lit	fossil fuel	polluting	global	fuel crops	food exports
w140	d77	invest money	pour money	met	lit	required	electricity	enormous	emissions	exports
w130	d77	invest money	pour money	met	lit	hectares	enormous	increase	pressures	acute
w293	d994	believe story	buy story	lit	lit	reminded	comply	risk	serious	believe
w149	d994	believe story	buy story	lit	met	remind	made-up	obligations	comply	feels
w251	d994	believe story	buy story	lit	lit	further	responsibility	publicity	proceedings	defence
w3	d994	believe story	buy story	lit	lit	reportage	potential	risk	published	arrested
w43	d994	believe story	buy story	lit	lit	editors	trial	media	reportage	publicity
w271	d994	believe story	buy story	lit	lit	responsibility	orders	august	reportage	proceedings
w184	d994	believe story	buy story	lit	lit	reminded	responsibility	arrested	obligations	risk
w298	d994	believe story	buy story	lit	lit	responsibility	orders	guidance	justice	defence
w123	d994	believe story	buy story	lit	lit	media's	frenzied	reportage	published	defence
w170	d994	believe story	buy story	lit	met	just	frenzied	light	torrent	unbelievably
w1	d141	instill life	breathe life	lit	lit	in	their	gay	comparable	nature
w101	d141	instill life	breathe life	lit	met	fountains	pleasure	art	palpably	decadence
w166	d141	instill life	breathe life	lit	met	drink	deep	fountains	pleasure	frivolity
w304	d141	instill life	breathe life	lit	met	fountains	art	mother	lost	earth
w150	d141	instill life	breathe life	lit	met	eagerness	deep	pleasure	ruining	theaters
w3	d141	instill life	breathe life	lit	met	art	pleasure	artists	mother	earth
w616	d141	instill life	breathe life	lit	met	drink	pleasure	artists	painting	decadence
w135	d141	instill life	breathe life	lit	lit	mother	earth	drink	deep	follow
w590	d141	instill life	breathe life	lit	met	fountains	art	earth	nature	decandence
w370	d141	instill life	breathe life	lit	met	eagerness	ruining	seek	palpably	frivolity
w101	d749	forget trouble	drown trouble	met	lit	read	plan	died	wonder	possible
w267	d749	forget trouble	drown trouble	met	lit	finished	reading	great	book	wince
w624	d749	forget trouble	drown trouble	met	met	spoiler	alert	bursting	character	wince
w143	d749	forget trouble	drown trouble	met	lit	read	post	book	reading	characters
w133	d749	forget trouble	drown trouble	met	met	spoiler	alert	wonder	even	possible
w129	d749	forget trouble	drown trouble	met	lit	plan	reading	finished	characters	did
w213	d749	forget trouble	drown trouble	met	met	spoiler	characters	wonder	possible	should
w300	d749	forget trouble	drown trouble	met	lit	finished	read	came	made	wonder
w274	d749	forget trouble	drown trouble	met	lit	spoiler alert	read	charecters	great book	wince
w625	d749	forget trouble	drown trouble	met	lit	brady	alert	plan on reading	stomuch burstring	brady died
w1	d731	invest money	pour money	lit	lit	we	also	that	pressed	being
w101	d731	invest money	pour money	lit	lit	copyright	license	contrary	presented	reproducing
w6	d731	invest money	pour money	lit	met	gallery	rules	artists	reproductions	catalogue
w188	d731	invest money	pour money	lit	lit	artists	reproductions	fees	rules	specific
w213	d731	invest money	pour money	lit	lit	authorise	runs	introducted	galleries	reproducing
w284	d731	invest money	pour money	lit	lit	we	also	hear	that	established
w182	d731	invest money	pour money	lit	lit	established	authorise	reproduction	waive	copyright
w115	d731	invest money	pour money	lit	lit	established	authorize	waive	license	remove
w359	d731	invest money	pour money	lit	lit	established	copyright	bargaining	public	galleries
w141	d731	invest money	pour money	lit	lit	waive	hear	presented	galleries	work
w109	d286	instill life	breathe life	met	met	goddess	sacred	osiris	elevated	magical
w51	d286	instill life	breathe life	met	met	mummy	sacred	goddess	procedure	magical
w172	d286	instill life	breathe life	met	lit	goddess	osiris	reassembled	mummy	procedure
w111	d286	instill life	breathe life	met	lit	assisted	found	once	mummy	found
w3	d286	instill life	breathe life	met	met	jackal-headed	created	magical	osiris	goddess
w129	d286	instill life	breathe life	met	met	goddess	sacred	jackal-headed	elevated	magical
w547	d286	instill life	breathe life	met	lit	reassembled	bound	attacked	scattered	magical
w213	d286	instill life	breathe life	met	met	piedes	corpses	sacred	isis	wings
w260	d286	instill life	breathe life	met	lit	assisted	searched	found	creating	procedure
w273	d286	instill life	breathe life	met	met	goddess	demons	phallus	incantations	magical
w253	d335	solve problem	attack problem	met	lit	article	connections	black	access	services
w303	d335	solve problem	attack problem	met	lit	simplicity	focus	expose	implement	functionality
w51	d335	solve problem	attack problem	met	lit	connections	firewall	block	hackers	implement
w315	d335	solve problem	attack problem	met	lit	article	connections	block	hackers	technology
w256	d335	solve problem	attack problem	met	lit	implement	firewall	used	web services	functionality
w250	d335	solve problem	attack problem	met	met	simplicity	firewall	web	features	outsourcing
w626	d335	solve problem	attack problem	met	lit	connections	isolates	implement	functionality	used
w274	d335	solve problem	attack problem	met	lit	simplicity	non-intended access	global	technology	audience
w305	d335	solve problem	attack problem	met	lit	article	firewall	technology	functionality	outsourcing
w273	d335	solve problem	attack problem	met	lit	simplicity	implement	outsource	isolates	firewall
w11	d956	painting represent	painting capture	lit	met	violence	millions	revulsion	expressed	glorious
w327	d956	painting represent	painting capture	lit	met	impulse	violence	die	images	painted
w1	d956	painting represent	painting capture	lit	lit	they	should	die	that	moment
w202	d956	painting represent	painting capture	lit	met	natural	impulse	revulsions	glorious	decides
w209	d956	painting represent	painting capture	lit	lit	impulse	natural	decides	revulsion	generation
w46	d956	painting represent	painting capture	lit	lit	impulse	violence	natural	express	revulsion
w213	d956	painting represent	painting capture	lit	met	violence	images	expressed	rediscovers	painted
w237	d956	painting represent	painting capture	lit	lit	impulse	cannot	die	decides	but
w22	d956	painting represent	painting capture	lit	lit	violence	generation	picasso	revulsion	february
w231	d956	painting represent	painting capture	lit	met	but	natural	someone	should	die
w230	d62	example show	example illustrate	met	lit	community	elderly	tory	authority	law
w90	d62	example show	example illustrate	met	lit	community	funding	politically	services	money
w1	d62	example show	example illustrate	met	lit	does	care	pushed	problem	funding
w15	d62	example show	example illustrate	met	lit	measure	standards	funding	concentrated	authority
w46	d62	example show	example illustrate	met	lit	community	standards	funding	politically	services
w162	d62	example show	example illustrate	met	lit	measure	said	council	funding	problem
w213	d62	example show	example illustrate	met	lit	community	gave up	elderly	locally	money
w243	d62	example show	example illustrate	met	lit	community	standards	authority	locally	scottish
w231	d62	example show	example illustrate	met	lit	measure	not	standards	essential	services
w222	d62	example show	example illustrate	met	lit	standards	services	money	effectively	funding
w205	d702	result appear	result emerge	met	lit	scientist	continue	include	detail	information
w201	d702	result appear	result emerge	met	lit	should	avoid	must	beware	demonstrate
w212	d702	result appear	result emerge	met	lit	enable	competent	detail	demonstrate	information
w213	d702	result appear	result emerge	met	lit	pick up	topic	information	reader	ability
w221	d702	result appear	result emerge	met	lit	detail	assessors	competent	scientist	information
w325	d702	result appear	result emerge	met	lit	enable	competent	detail	assessors	demonstrate
w203	d702	result appear	result emerge	met	lit	left	you	repeat	work.	mind
w235	d702	result appear	result emerge	met	lit	assessors	scientist	information	demonstrate	grasp
w222	d702	result appear	result emerge	met	lit	scientist	work	detail	information	demonstrate
w170	d702	result appear	result emerge	met	lit	enable	competent	include	separate	important
w206	d151	affect judgement	colour judgement	lit	met	conservative	discipline	fears	certain	dispassionately
w1	d151	affect judgement	colour judgement	lit	lit	advice	has	discipline	match	about
w212	d151	affect judgement	colour judgement	lit	met	it	worries	fears	betting	dispassionately
w332	d151	affect judgement	colour judgement	lit	met	prudent	discipline	calmly	indeed	losing
w519	d151	affect judgement	colour judgement	lit	lit	prudent	discipline	calmly	dispassionately	conclusion
w213	d151	affect judgement	colour judgement	lit	met	prudent	worries	dispassionately	winning	happen
w238	d151	affect judgement	colour judgement	lit	lit	moreover	profitable	betting	dispassionately	conclusions
w231	d151	affect judgement	colour judgement	lit	met	no	person	match	fears	horse's
w222	d151	affect judgement	colour judgement	lit	met	worries	conclusions	discipline	dispassionately	calmly
w210	d151	affect judgement	colour judgement	lit	lit	profitable	advice	decision	discipline	fact
w199	d96	determine result	shape result	met	lit	business	strategic	economic	analysis	mathematical
w204	d96	determine result	shape result	met	lit	strategic	econimic	developed	analysis	results
w1	d96	determine result	shape result	met	lit	when	can	help	decisions	patents
w201	d96	determine result	shape result	met	lit	needs	data	respond	strategic	mathematical
w569	d96	determine result	shape result	met	lit	business	strategic	decisions	economic	analysis
w43	d96	determine result	shape result	met	lit	business	strategic	decisions	economic	indicator
w89	d96	determine result	shape result	met	met	needs	strategic	indicator	simplify	apllications
w213	d96	determine result	shape result	met	lit	find out	study	patent	data	results
w22	d96	determine result	shape result	met	lit	strategic	decisions	development	technological	parent
w203	d96	determine result	shape result	met	lit	of	study	of	analysis	it
w11	d131	forget trouble	drown trouble	met	lit	membership	category	tylers	instant	aimlessly
w199	d131	forget trouble	drown trouble	met	met	reading	grief	irreparbly	tragic	abruptly
w1	d131	forget trouble	drown trouble	met	lit	changed	and	avaged	school	time
w322	d131	forget trouble	drown trouble	met	lit	has	been	tragic	changed	abandons
w408	d131	forget trouble	drown trouble	met	lit	buy	membership	continue	reading	learn
w3	d131	forget trouble	drown trouble	met	lit	basic	science	category	grade	school
w78	d131	forget trouble	drown trouble	met	lit	desire	bride	changed	abandons	business
w23	d131	forget trouble	drown trouble	met	lit	object	settle	another	bride	tragic
w235	d131	forget trouble	drown trouble	met	lit	science	chase	marcie	abruptly	irreparably
w247	d131	forget trouble	drown trouble	met	met	object	desire	tragic	abruptly	wanders
w204	d310	view represent	view reflect	lit	lit	firefighter	consciousness	expressions	conducted	political
w1	d310	view represent	view reflect	lit	lit	achieve	cause	with	an	develop
w215	d310	view represent	view reflect	lit	lit	fire-fighters	consciousness	political	representative	interview
w212	d310	view represent	view reflect	lit	lit	unquestionable	achieve	initiative	achieve	interview
w33	d310	view represent	view reflect	lit	met	any	solution	need	unquestionable	firefighter
w223	d310	view represent	view reflect	lit	lit	fire-fighters	article	public	representative	november
w39	d310	view represent	view reflect	lit	lit	solution	develop	representative	interview	conducted
w231	d310	view represent	view reflect	lit	lit	five-fighters	solution	consciousness	situation	interview
w627	d310	view represent	view reflect	lit	lit	interviewed	conducted	support	hooting	dispute
w222	d310	view represent	view reflect	lit	lit	solution	political	interview	public	general
w1	d631	solve problem	attack problem	lit	lit	reflecting	what	about	doing	telling
w262	d631	solve problem	attack problem	lit	lit	learn	mistakes	reflecting	learning	realistic
w202	d631	solve problem	attack problem	lit	met	reflecting	impact	doing	telling	case-based
w43	d631	solve problem	attack problem	lit	lit	mistakes	instruction	video	situations	realistic
w75	d631	solve problem	attack problem	lit	lit	learn	case-based instruction	e-learning	situations	realistic
w61	d631	solve problem	attack problem	lit	met	works	doesn't	emotional	doing	learning
w250	d631	solve problem	attack problem	lit	lit	learn	mistakes	telling	instruction	realistic
w320	d631	solve problem	attack problem	lit	lit	reflecting	learning	emotional	instroctions	storytelling
w39	d631	solve problem	attack problem	lit	met	learn	mistakes	doing	emotional	role-playing
w231	d631	solve problem	attack problem	lit	met	learning	e-learning	emotionla	video	situations
w1	d500	organise production	mount production	met	lit	becoming	shall	we	buildings	that
w201	d500	organise production	mount production	met	met	shall	looking	forward	indication	becoming
w608	d500	organise production	mount production	met	lit	occupying	history	welcoming	community	indication
w408	d500	organise production	mount production	met	lit	site	occupying	forward	welcoming	indication
w215	d500	organise production	mount production	met	lit	community	islington	community	welcome	canonbury
w43	d500	organise production	mount production	met	lit	community	occupying	buildings	local	contacts
w162	d500	organise production	mount production	met	met	home	community	welcome	shall	looking
w237	d500	organise production	mount production	met	lit	site	not	occupying	company	becoming
w320	d500	organise production	mount production	met	lit	hornsey	occupying	building	islington	community
w203	d500	organise production	mount production	met	lit	new	from	are	home	not
w24	d564	mess show	mess reflect	met	lit	presented	legitimately	waged	compare	concede
w199	d564	mess show	mess reflect	met	lit	american	refugees	missiles	weapon	nazis
w1	d564	mess show	mess reflect	met	lit	behind	can	ended	bombing	against
w628	d564	mess show	mess reflect	met	met	bizarre	bewildering	human shield	different	same
w51	d564	mess show	mess reflect	met	lit	american	planes	dropping	food	refugees
w243	d564	mess show	mess reflect	met	lit	presented	bizarre	refugees	agenda	began
w320	d564	mess show	mess reflect	met	met	bizarre	american planes	afghanistan	crusade	bombing
w22	d564	mess show	mess reflect	met	lit	refugee	missiles	nazis	bombing	concede
w231	d564	mess show	mess reflect	met	met	bewildering	blind	eye	global	agenda
w228	d564	mess show	mess reflect	met	lit	dropping	agenda	legitamately	deployed	crusade
w12	d964	decrease appetite	dull appetite	met	lit	can	learn	respond	god's	derive
w324	d964	decrease appetite	dull appetite	met	lit	following	learn	rightly	respond	word
w332	d964	decrease appetite	dull appetite	met	lit	prayer	confession	passionately	desire	greatest
w89	d964	decrease appetite	dull appetite	met	met	example	supreme	confession	passionately	benefit
w213	d964	decrease appetite	dull appetite	met	met	psalmist's	god's	confession	greatest	life-long
w220	d964	decrease appetite	dull appetite	met	met	prayer	god	obey	benefit	sin
w214	d964	decrease appetite	dull appetite	met	lit	psalmist's	respond	breathed	psalmist	confession
w247	d964	decrease appetite	dull appetite	met	met	god	alphabet	prayer	breathed	sin
w222	d964	decrease appetite	dull appetite	met	met	inadequacy	sufficiency	passionately	desired	sin
w210	d964	decrease appetite	dull appetite	met	lit	example	rightly	obey	word	sin
w24	d404	stimulate debate	fuel debate	met	lit	plans	paved	made	studied	solution
w324	d404	stimulate debate	fuel debate	met	lit	economic	social	political	community	war
w230	d404	stimulate debate	fuel debate	met	lit	course	assesses	explores	factors	economic
w1	d404	stimulate debate	fuel debate	met	met	paved	had	beset	recent	times
w225	d404	stimulate debate	fuel debate	met	met	plans	assesses	conditions	contemplated	solution
w89	d404	stimulate debate	fuel debate	met	lit	paved	integration	assesses	political	independently
w223	d404	stimulate debate	fuel debate	met	lit	coal	steel	fighters	europe	solution
w237	d404	stimulate debate	fuel debate	met	lit	plans	course	designeed	paved	factors
w99	d404	stimulate debate	fuel debate	met	lit	plans	course	description	paved	integration
w529	d404	stimulate debate	fuel debate	met	lit	assesses	course	economic	social	political
w204	d878	cause doubt	cast doubt	met	lit	detail	reproduce	enlarger	convinced	reader
w230	d878	cause doubt	cast doubt	met	lit	detail	scans	results	enlarger	photographer
w1	d878	cause doubt	cast doubt	met	lit	scanning	produce	will	scan	been
w408	d878	cause doubt	cast doubt	met	met	life	bowled	garden	hard	taken
w332	d878	cause doubt	cast doubt	met	lit	detail	scanning	reproduce	earned	obviously
w89	d878	cause doubt	cast doubt	met	lit	detail	scanning	achieve	convinced	qualified
w216	d878	cause doubt	cast doubt	met	lit	line	scanning	bowled	convinced	photographer
w214	d878	cause doubt	cast doubt	met	lit	garden path	bowled	certainly	convinced	obviously
w16	d878	cause doubt	cast doubt	met	lit	detail	scanning	results	reproduce	photographer
w222	d878	cause doubt	cast doubt	met	met	bowled	garden	path	obviously	letters
w204	d452	address question	tackle question	met	lit	accept	constituents	offensive	stored	worker
w1	d452	address question	tackle question	met	lit	must	changes	be	paid	worker
w201	d452	address question	tackle question	met	lit	have	find	are	expected	must
w328	d452	address question	tackle question	met	met	changes	offensive	inequalities	problems	expectancy
w208	d452	address question	tackle question	met	lit	governement	inequalities	problems	manual	workers
w233	d452	address question	tackle question	met	lit	constituents	accept	offensive	inequalities	expectancy
w243	d452	address question	tackle question	met	lit	constituents	offensive	inequalities	manual	government
w226	d452	address question	tackle question	met	met	many	find	many	stored	must
w245	d452	address question	tackle question	met	lit	constituents	accept	deal	manual	shorter
w210	d452	address question	tackle question	met	lit	constituents	issue	changes	government	types
w24	d594	make remark	throw remark	met	lit	examples	find	suggestions	improve	admit
w11	d594	make remark	throw remark	met	lit	suggestions	prabhath	jealous	rather	lacking
w1	d594	make remark	throw remark	met	lit	wrench	throw	gears	stop	improve
w629	d594	make remark	throw remark	met	lit	love	like	live	look	link
w14	d594	make remark	throw remark	met	met	wrench	as	rather	how	throw
w21	d594	make remark	throw remark	met	met	examples	improve	throw	wrench	gears
w260	d594	make remark	throw remark	met	met	throw	wrench	gears	think	almost
w203	d594	make remark	throw remark	met	lit	better	6:12	to	admit	3
w210	d594	make remark	throw remark	met	lit	examples	suggestions	05.31.05	6:12am	admit
w47	d594	make remark	throw remark	met	lit	examples	suggestions	improve	work	think
w11	d347	colour match	colour harmonise	lit	lit	discs	shuffled	audience	possibly	gamble
w204	d347	colour match	colour harmonise	lit	lit	colour	face	visible	gamble	discs
w206	d347	colour match	colour harmonise	lit	lit	colours	audience	matches	gamble	reveal
w1	d347	colour match	colour harmonise	lit	lit	one	shuffled	the	audience	that
w13	d347	colour match	colour harmonise	lit	lit	visible	explain	gamble	audience	reveal
w212	d347	colour match	colour harmonise	lit	lit	visible	odds	audience	thoroughly	matches
w89	d347	colour match	colour harmonise	lit	lit	thoroughly	audience	gamble	odds	reveal
w213	d347	colour match	colour harmonise	lit	lit	colours	audience	gamble	face-up	audience
w216	d347	colour match	colour harmonise	lit	lit	discs	gamble	audience	reveal	shuffled
w16	d347	colour match	colour harmonise	lit	lit	visible	shuffled	audience	gamble	odds
w204	d632	corrupt mind	poison mind	lit	met	smile	regret	seemed	loss	tickled
w200	d632	corrupt mind	poison mind	lit	met	slaughter	compared	attended	afraid	pleasure
w1	d632	corrupt mind	poison mind	lit	lit	was	made	i	almost	took
w215	d632	corrupt mind	poison mind	lit	met	congratulation	vanity	steerage	amputations	pleasure
w212	d632	corrupt mind	poison mind	lit	lit	known	number	compared	attended	removed
w321	d632	corrupt mind	poison mind	lit	met	smile	congratulation	regret	slaughter	behaved
w22	d632	corrupt mind	poison mind	lit	lit	known	attended	observe	action	remove
w512	d632	corrupt mind	poison mind	lit	met	smile	vanity	flinching	behaved	observing
w510	d632	corrupt mind	poison mind	lit	lit	general	suffered	attended	saw	observing
w222	d632	corrupt mind	poison mind	lit	met	fainted	pleasure	suffered	reflecting	flinching
w204	d760	end agreement	break agreement	met	lit	soldiers	islamists	accused	forced	government
w12	d760	end agreement	break agreement	met	lit	governemnt	islamists	terrorists	businessmen	allied
w230	d760	end agreement	break agreement	met	lit	responsible	government	businessman	backers	president
w51	d760	end agreement	break agreement	met	lit	forced	talk	responsible	government	soldiers
w212	d760	end agreement	break agreement	met	lit	responsible	recognising	declared	allied	accused
w243	d760	end agreement	break agreement	met	met	forced	recognition	terrorists	islamists	government
w226	d760	end agreement	break agreement	met	met	we	forced	forced	stop	accused
w235	d760	end agreement	break agreement	met	lit	government	ethiopia	islamists	somalia	accused
w247	d760	end agreement	break agreement	met	lit	forced	war	government	relations	accused
w210	d760	end agreement	break agreement	met	lit	recognized	government	declared	relations	allied
w90	d838	disclose report	leak report	met	lit	weapons	produce	factual	evidence	experts
w1	d838	disclose report	leak report	met	lit	officials	claims	on	reported	the
w242	d838	disclose report	leak report	met	lit	atomic	contamination	reported	government	who
w41	d838	disclose report	leak report	met	lit	weapons	contamination	co-contaminant	evidence	anonymous
w89	d838	disclose report	leak report	met	met	atomic	co-contaminant	considered	anonymous	article
w213	d838	disclose report	leak report	met	lit	atomic	evidence	experts	nuclear	website
w16	d838	disclose report	leak report	met	lit	atomic	weapons	facilities	plutonium	government
w221	d838	disclose report	leak report	met	lit	contaminant	evidence	anonymous	article	language
w210	d838	disclose report	leak report	met	lit	officials	contamination	reported	experts	government
w228	d838	disclose report	leak report	met	lit	atomic	evidence	who	secret	article
w1	d990	drink alcohol	abuse alcohol	met	met	within	explore	past	current	life
w201	d990	drink alcohol	abuse alcohol	met	lit	aim	help	see	recognise	approach
w630	d990	drink alcohol	abuse alcohol	met	lit	establish	approach	recognise	realising	develop
w51	d990	drink alcohol	abuse alcohol	met	met	forms	thought	explore	past	explporing
w62	d990	drink alcohol	abuse alcohol	met	lit	counseling	changes	thought	think	attitudes
w9	d990	drink alcohol	abuse alcohol	met	lit	counselling	experiences	affecting	cognitive	approach
w67	d990	drink alcohol	abuse alcohol	met	lit	aim	explore	change	behaving	developed
w245	d990	drink alcohol	abuse alcohol	met	lit	forms	aim	cognitive	negative	positive
w210	d990	drink alcohol	abuse alcohol	met	lit	establish	client	developed	therapy	cognitive
w197	d990	drink alcohol	abuse alcohol	met	lit	aim	help	affecting	enable	helping
w1	d661	instill life	breathe life	met	lit	back	this	document	their	political
w631	d661	instill life	breathe life	met	lit	document	political	deliberations	organisation	centralising
w50	d661	instill life	breathe life	met	lit	membership	estimated	paramilitaries	deliberations	control
w342	d661	instill life	breathe life	met	lit	document	deliberations	organisation	membership	discipline
w3	d661	instill life	breathe life	met	lit	document	basis	political	deliberations	control
w195	d661	instill life	breathe life	met	met	centre	plump	stoppage	disguised	discipline
w196	d661	instill life	breathe life	met	lit	paramilitaries	commander	organisation	membership	control
w104	d661	instill life	breathe life	met	lit	basis	discipline	investigated	paramilitary	disgusted
w307	d661	instill life	breathe life	met	lit	used	basis	required	accomplished	reorganised
w197	d661	instill life	breathe life	met	lit	document	key	parlimentary	membership	reorganized
w117	d70	address question	tackle question	met	lit	impaired	memory	recalled	social	difficulties
w1	d70	address question	tackle question	met	lit	they	and	seemed	but	how
w50	d70	address question	tackle question	met	met	process	stimuli	meaningful	perceive	uniquely
w3	d70	address question	tackle question	met	lit	example	information	process	tasks	explain
w195	d70	address question	tackle question	met	met	differently	to	with	children	big
w368	d70	address question	tackle question	met	lit	stimuli	perceive	psychology	research	autism
w250	d70	address question	tackle question	met	lit	process	meaningful	important	explain	researchers
w432	d70	address question	tackle question	met	lit	social difficulty	decision	litery	psychology	development
w141	d70	address question	tackle question	met	lit	information	stimuli	impaired	recall	developmental
w382	d70	address question	tackle question	met	lit	meaningful	meaningless	research	structure	information
w360	d491	address question	tackle question	met	met	entertaining	alter	posed	perpetuate	fascination
w1	d491	address question	tackle question	met	lit	posed	but	wary	promote	better
w100	d491	address question	tackle question	met	met	expectant	wary	dichotomy	obfuscate	fascination
w108	d491	address question	tackle question	met	met	expectant	wary	false	should	fascination
w262	d491	address question	tackle question	met	met	dichotomy	obfuscate	constructive	adapts	perpetuate
w101	d491	address question	tackle question	met	met	expectant	wary	entertaining	obfuscate	enterainment
w3	d491	address question	tackle question	met	met	question	entertaining	constructive	dialogue	how
w271	d491	address question	tackle question	met	met	entertaining	alter	entertainment	future	fascination
w298	d491	address question	tackle question	met	lit	medicine	practitioners	dialogue	specialty	secure
w123	d491	address question	tackle question	met	lit	geriatic	medicine	have	a	future
w387	d80	painting represent	painting capture	met	met	fabricate an environment	ethereal light	landscape	paralysing calm	paintings yeild
w1	d80	painting represent	painting capture	met	lit	of	paintings	yield	and	bathed
w171	d80	painting represent	painting capture	met	met	fabricate	deadened	ethereal	surreal	dripping
w51	d80	painting represent	painting capture	met	met	fabricate	ethereal	create	surreal	dissolution
w270	d80	painting represent	painting capture	met	met	frabricate	deadened	ethereal	surreal	dissolution
w342	d80	painting represent	painting capture	met	met	ethereal	surreal	strange	beatific	comprehensible
w3	d80	painting represent	painting capture	met	met	fabricate	ethereal	surreal	horror	beauty
w368	d80	painting represent	painting capture	met	met	fabricate	ethereal	surreal	strange	comprehensible
w250	d80	painting represent	painting capture	met	met	deadened	sky	weightlessness	horror	suspended
w415	d80	painting represent	painting capture	met	met	environment	containment	dripping	upward stream	paralysing calm
w1	d443	corrupt mind	poison mind	met	lit	would	schools	those	teachers	may
w108	d443	corrupt mind	poison mind	met	met	insidious	evangelical	believe	interpretatioin	creationism
w187	d443	corrupt mind	poison mind	met	lit	influences	believe	created	if	however
w177	d443	corrupt mind	poison mind	met	met	evangelical	influences	misguided	creationism	innocent
w271	d443	corrupt mind	poison mind	met	lit	influences	interpretation	believe	ideas	seriousness
w113	d443	corrupt mind	poison mind	met	met	insidious	evangelical	interpretation	unbelievable	creationism
w296	d443	corrupt mind	poison mind	met	lit	there	individuals	literal	say	teachers
w121	d443	corrupt mind	poison mind	met	met	apparently	misguided	unbelievable	madcap	interpretation
w141	d443	corrupt mind	poison mind	met	met	creationism	madcap	bible	flat	earth
w280	d443	corrupt mind	poison mind	met	lit	schools	bible	days	earth	society
w1	d161	factor affect	factor shape	met	lit	and	thus	we	are	interested
w252	d161	factor affect	factor shape	met	met	evolution	proximal	evolutionary	fecundity	prematurational
w181	d161	factor affect	factor shape	met	lit	consequences	shapes	questions	ensuring	reproduce
w177	d161	factor affect	factor shape	met	lit	population	dynamical	parasite	malaria	prematurational
w3	d161	factor affect	factor shape	met	lit	interested	proximal	consequences	advantages	reproduce
w178	d161	factor affect	factor shape	met	lit	proximal	evolutionary	immunity	nematodes	growth
w284	d161	factor affect	factor shape	met	lit	thus	the	population	dynamical	consequences
w632	d161	factor affect	factor shape	met	lit	proximal	thus	evolutionary	immunity	dynamical
w356	d161	factor affect	factor shape	met	lit	dynamical	shapes	evolution	hosts	nematodes
w141	d161	factor affect	factor shape	met	lit	mature	hosts	growth	parasite	malaria
w454	d933	understand meaning	grasp meaning	met	met	prey	so-called	manipulate	deceive	patronizing
w55	d933	understand meaning	grasp meaning	met	lit	involves	industry	general	public	dumb
w291	d933	understand meaning	grasp meaning	met	met	manipulate	rhetoric	facets	rungs	proprietors
w177	d933	understand meaning	grasp meaning	met	met	smash	rungs	prey	rhetoric	life
w633	d933	understand meaning	grasp meaning	met	met	song-poem	song-poem entrepreneurs	song sharks	parallel-universe enterprise	song-poem game
w296	d933	understand meaning	grasp meaning	met	lit	publishing	appropriating	companies	entrepreneurs	customer
w121	d933	understand meaning	grasp meaning	met	lit	business	legitimate	manipulate	enterprise	believe
w260	d933	understand meaning	grasp meaning	met	lit	legitimate	manipulate	reason	believe	typical
w280	d933	understand meaning	grasp meaning	met	lit	industry	legitimate	verse	record	customer
w107	d933	understand meaning	grasp meaning	met	met	prey	sanctum	sharks	patronizing	code
w360	d457	cause doubt	cast doubt	met	lit	relatively	seen	give	looks	change
w117	d457	cause doubt	cast doubt	met	met	partial	perception	victory	harder	easy
w1	d457	cause doubt	cast doubt	met	lit	is	to	give	them	partial
w108	d457	cause doubt	cast doubt	met	met	easy	perception	idealists	relatively	good
w155	d457	cause doubt	cast doubt	met	lit	seen	are	want	tactic	is
w513	d457	cause doubt	cast doubt	met	met	seen as	perception	idealist	opportunists	relatively
w481	d457	cause doubt	cast doubt	met	met	relatively	perception	looks	change	tactic
w342	d457	cause doubt	cast doubt	met	lit	opportunists	idealists	change	world	tactic
w3	d457	cause doubt	cast doubt	met	met	change	world	relatively	perception	looks
w188	d457	cause doubt	cast doubt	met	met	opportunists	perception	victory	idealists	world
w1	d450	stimulate debate	fuel debate	met	lit	over	training	into	the	conditioning
w318	d450	stimulate debate	fuel debate	met	met	last	widespread	example	other	lack
w50	d450	stimulate debate	fuel debate	met	lit	debate	concurrently	evidence	endurace	adaptations
w177	d450	stimulate debate	fuel debate	met	lit	resistance	training	evidence	strength	adaptations
w3	d450	stimulate debate	fuel debate	met	lit	introduction	programmes	conditioning	structured	training
w422	d450	stimulate debate	fuel debate	met	lit	training	programmes	debate	performed	evidence
w105	d450	stimulate debate	fuel debate	met	lit	training	programmes	football	hockey	debate
w119	d450	stimulate debate	fuel debate	met	lit	years	researchers	suggested	clarity	evidence
w263	d450	stimulate debate	fuel debate	met	lit	researchers	training	introduction	evidence	endurance
