WorkerId	DiscourseId	Input.Expression.Lit	Input.Expression.Met	Expression.Lit	Expression.Met	Original.Expression	Expression.MetLit
w28	d826	are not investing money	are not pouring money	invest money	pour money	lit	lit
w204	d619	rejecting the past	disowning the past	reject past	disown past	met	lit
w25	d619	rejecting the past	disowning the past	reject past	disown past	met	met
w39	d619	rejecting the past	disowning the past	reject past	disown past	met	lit
w31	d619	rejecting the past	disowning the past	reject past	disown past	met	lit
w208	d619	rejecting the past	disowning the past	reject past	disown past	met	lit
w13	d619	rejecting the past	disowning the past	reject past	disown past	met	lit
w191	d619	rejecting the past	disowning the past	reject past	disown past	met	lit
w203	d619	rejecting the past	disowning the past	reject past	disown past	met	met
w28	d619	rejecting the past	disowning the past	reject past	disown past	met	lit
w29	d619	rejecting the past	disowning the past	reject past	disown past	met	met
w5	d619	rejecting the past	disowning the past	reject past	disown past	met	met
w210	d619	rejecting the past	disowning the past	reject past	disown past	met	lit
w68	d619	rejecting the past	disowning the past	reject past	disown past	met	lit
w153	d619	rejecting the past	disowning the past	reject past	disown past	met	lit
w33	d619	rejecting the past	disowning the past	reject past	disown past	met	met
w13	d11	instills new life	breathes new life	instill life	breathe life	met	lit
w50	d11	instills new life	breathes new life	instill life	breathe life	met	met
w25	d11	instills new life	breathes new life	instill life	breathe life	met	lit
w153	d11	instills new life	breathes new life	instill life	breathe life	met	met
w203	d11	instills new life	breathes new life	instill life	breathe life	met	met
w29	d11	instills new life	breathes new life	instill life	breathe life	met	met
w208	d11	instills new life	breathes new life	instill life	breathe life	met	met
w28	d11	instills new life	breathes new life	instill life	breathe life	met	met
w31	d11	instills new life	breathes new life	instill life	breathe life	met	lit
w68	d11	instills new life	breathes new life	instill life	breathe life	met	lit
w39	d11	instills new life	breathes new life	instill life	breathe life	met	met
w5	d11	instills new life	breathes new life	instill life	breathe life	met	met
w204	d11	instills new life	breathes new life	instill life	breathe life	met	lit
w188	d11	instills new life	breathes new life	instill life	breathe life	met	met
w33	d11	instills new life	breathes new life	instill life	breathe life	met	lit
w25	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w33	d452	must address the question	must tackle the question	address question	tackle question	met	met
w31	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w28	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w203	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w39	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w209	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w208	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w188	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w204	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w13	d452	must address the question	must tackle the question	address question	tackle question	met	met
w50	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w29	d452	must address the question	must tackle the question	address question	tackle question	met	lit
w68	d452	must address the question	must tackle the question	address question	tackle question	met	met
w5	d452	must address the question	must tackle the question	address question	tackle question	met	met
w3	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	lit
w31	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	lit
w203	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	lit
w29	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	lit
w204	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	lit
w206	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	met
w33	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	lit
w25	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	met
w68	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	met
w13	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	lit
w208	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	lit
w5	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	lit
w39	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	lit
w153	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	met
w28	d992	recall the feelings	recapture the feelings	recall feeling	recapture feeling	met	met
w28	d84	tension increased	tension mounted	tension increase	tension mount	met	lit
w33	d84	tension increased	tension mounted	tension increase	tension mount	met	met
w31	d84	tension increased	tension mounted	tension increase	tension mount	met	lit
w68	d84	tension increased	tension mounted	tension increase	tension mount	met	met
w29	d84	tension increased	tension mounted	tension increase	tension mount	met	lit
w50	d84	tension increased	tension mounted	tension increase	tension mount	met	met
w39	d84	tension increased	tension mounted	tension increase	tension mount	met	met
w191	d84	tension increased	tension mounted	tension increase	tension mount	met	lit
w25	d84	tension increased	tension mounted	tension increase	tension mount	met	met
w209	d84	tension increased	tension mounted	tension increase	tension mount	met	met
w203	d84	tension increased	tension mounted	tension increase	tension mount	met	lit
w208	d84	tension increased	tension mounted	tension increase	tension mount	met	lit
w204	d84	tension increased	tension mounted	tension increase	tension mount	met	lit
w13	d84	tension increased	tension mounted	tension increase	tension mount	met	lit
w5	d84	tension increased	tension mounted	tension increase	tension mount	met	met
w204	d564	mess shows	mess reflects	mess show	mess reflect	met	met
w188	d564	mess shows	mess reflects	mess show	mess reflect	met	met
w50	d564	mess shows	mess reflects	mess show	mess reflect	met	met
w208	d564	mess shows	mess reflects	mess show	mess reflect	met	lit
w191	d564	mess shows	mess reflects	mess show	mess reflect	met	met
w13	d564	mess shows	mess reflects	mess show	mess reflect	met	met
w5	d564	mess shows	mess reflects	mess show	mess reflect	met	met
w28	d564	mess shows	mess reflects	mess show	mess reflect	met	lit
w39	d564	mess shows	mess reflects	mess show	mess reflect	met	met
w33	d564	mess shows	mess reflects	mess show	mess reflect	met	lit
w25	d564	mess shows	mess reflects	mess show	mess reflect	met	met
w29	d564	mess shows	mess reflects	mess show	mess reflect	met	lit
w31	d564	mess shows	mess reflects	mess show	mess reflect	met	lit
w203	d564	mess shows	mess reflects	mess show	mess reflect	met	lit
w68	d564	mess shows	mess reflects	mess show	mess reflect	met	lit
w204	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	met
w31	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w191	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w39	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w68	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	met
w208	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w13	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w29	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w209	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w28	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w50	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w33	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w203	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w25	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w5	d66	don't make untraceable remarks	don't throw untraceable remarks	make remark	throw remark	lit	lit
w29	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w39	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w203	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	met
w50	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	met
w210	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w33	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w208	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w28	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w204	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w25	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	met
w13	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w68	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	met
w209	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w5	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w31	d185	having experienced the freedom	having tasted the freedom	experience freedom	taste freedom	met	lit
w210	d941	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w50	d941	story intrigued	story grabbed	story intrigue	story grab	lit	met
w28	d941	story intrigued	story grabbed	story intrigue	story grab	lit	met
w208	d941	story intrigued	story grabbed	story intrigue	story grab	lit	met
w29	d941	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w5	d941	story intrigued	story grabbed	story intrigue	story grab	lit	met
w68	d941	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w13	d941	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w33	d941	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w204	d941	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w203	d941	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w25	d941	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w31	d941	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w39	d941	story intrigued	story grabbed	story intrigue	story grab	lit	lit
w209	d941	story intrigued	story grabbed	story intrigue	story grab	lit	met
w208	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w28	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w50	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w68	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w203	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w205	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w39	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w29	d222	selling drugs	pushing drugs	sell drug	push drug	met	met
w13	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w204	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w5	d222	selling drugs	pushing drugs	sell drug	push drug	met	met
w31	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w33	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w191	d222	selling drugs	pushing drugs	sell drug	push drug	met	met
w25	d222	selling drugs	pushing drugs	sell drug	push drug	met	lit
w28	d489	mess shows	mess reflects	mess show	mess reflect	lit	met
w25	d489	mess shows	mess reflects	mess show	mess reflect	lit	lit
w33	d489	mess shows	mess reflects	mess show	mess reflect	lit	met
w188	d489	mess shows	mess reflects	mess show	mess reflect	lit	lit
w31	d489	mess shows	mess reflects	mess show	mess reflect	lit	lit
w208	d489	mess shows	mess reflects	mess show	mess reflect	lit	met
w203	d489	mess shows	mess reflects	mess show	mess reflect	lit	lit
w13	d489	mess shows	mess reflects	mess show	mess reflect	lit	lit
w204	d489	mess shows	mess reflects	mess show	mess reflect	lit	lit
w5	d489	mess shows	mess reflects	mess show	mess reflect	lit	met
w39	d489	mess shows	mess reflects	mess show	mess reflect	lit	met
w29	d489	mess shows	mess reflects	mess show	mess reflect	lit	lit
w209	d489	mess shows	mess reflects	mess show	mess reflect	lit	lit
w191	d489	mess shows	mess reflects	mess show	mess reflect	lit	lit
w68	d489	mess shows	mess reflects	mess show	mess reflect	lit	met
w153	d798	factors that affect	factors that shape	factor affect	factor shape	met	lit
w13	d798	factors that affect	factors that shape	factor affect	factor shape	met	lit
w188	d798	factors that affect	factors that shape	factor affect	factor shape	met	met
w33	d798	factors that affect	factors that shape	factor affect	factor shape	met	lit
w39	d798	factors that affect	factors that shape	factor affect	factor shape	met	met
w68	d798	factors that affect	factors that shape	factor affect	factor shape	met	met
w5	d798	factors that affect	factors that shape	factor affect	factor shape	met	met
w50	d798	factors that affect	factors that shape	factor affect	factor shape	met	lit
w203	d798	factors that affect	factors that shape	factor affect	factor shape	met	lit
w90	d798	factors that affect	factors that shape	factor affect	factor shape	met	met
w25	d798	factors that affect	factors that shape	factor affect	factor shape	met	lit
w204	d798	factors that affect	factors that shape	factor affect	factor shape	met	lit
w211	d798	factors that affect	factors that shape	factor affect	factor shape	met	met
w28	d798	factors that affect	factors that shape	factor affect	factor shape	met	lit
w31	d798	factors that affect	factors that shape	factor affect	factor shape	met	met
w153	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w50	d864	solve the problem	attack the problem	solve problem	attack problem	met	met
w68	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w28	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w33	d864	solve the problem	attack the problem	solve problem	attack problem	met	met
w211	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w188	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w25	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w90	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w13	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w39	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w204	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w203	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w31	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w5	d864	solve the problem	attack the problem	solve problem	attack problem	met	lit
w25	d578	urge her	push her	urge someone	push someone	lit	lit
w68	d578	urge her	push her	urge someone	push someone	lit	lit
w13	d578	urge her	push her	urge someone	push someone	lit	lit
w31	d578	urge her	push her	urge someone	push someone	lit	lit
w90	d578	urge her	push her	urge someone	push someone	lit	lit
w28	d578	urge her	push her	urge someone	push someone	lit	lit
w33	d578	urge her	push her	urge someone	push someone	lit	lit
w204	d578	urge her	push her	urge someone	push someone	lit	lit
w211	d578	urge her	push her	urge someone	push someone	lit	lit
w205	d578	urge her	push her	urge someone	push someone	lit	lit
w50	d578	urge her	push her	urge someone	push someone	lit	lit
w212	d578	urge her	push her	urge someone	push someone	lit	lit
w203	d578	urge her	push her	urge someone	push someone	lit	lit
w5	d578	urge her	push her	urge someone	push someone	lit	lit
w39	d578	urge her	push her	urge someone	push someone	lit	lit
w25	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w5	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	met
w29	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w211	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w31	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w153	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w13	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	met
w39	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w33	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w188	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w203	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w68	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	met
w50	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w28	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	met
w204	d681	solving the worst problems	attacking the worst problems	solve problem	attack problem	met	lit
w50	d485	view represents	view reflects	view represent	view reflect	lit	lit
w203	d485	view represents	view reflects	view represent	view reflect	lit	lit
w28	d485	view represents	view reflects	view represent	view reflect	lit	lit
w211	d485	view represents	view reflects	view represent	view reflect	lit	lit
w5	d485	view represents	view reflects	view represent	view reflect	lit	met
w25	d485	view represents	view reflects	view represent	view reflect	lit	met
w68	d485	view represents	view reflects	view represent	view reflect	lit	lit
w33	d485	view represents	view reflects	view represent	view reflect	lit	lit
w188	d485	view represents	view reflects	view represent	view reflect	lit	met
w204	d485	view represents	view reflects	view represent	view reflect	lit	lit
w31	d485	view represents	view reflects	view represent	view reflect	lit	lit
w153	d485	view represents	view reflects	view represent	view reflect	lit	lit
w39	d485	view represents	view reflects	view represent	view reflect	lit	met
w13	d485	view represents	view reflects	view represent	view reflect	lit	lit
w29	d485	view represents	view reflects	view represent	view reflect	lit	lit
w31	d541	getting the disease	catching the disease	get disease	catch disease	met	lit
w33	d541	getting the disease	catching the disease	get disease	catch disease	met	lit
w153	d541	getting the disease	catching the disease	get disease	catch disease	met	met
w39	d541	getting the disease	catching the disease	get disease	catch disease	met	met
w211	d541	getting the disease	catching the disease	get disease	catch disease	met	met
w28	d541	getting the disease	catching the disease	get disease	catch disease	met	lit
w50	d541	getting the disease	catching the disease	get disease	catch disease	met	met
w13	d541	getting the disease	catching the disease	get disease	catch disease	met	met
w188	d541	getting the disease	catching the disease	get disease	catch disease	met	met
w5	d541	getting the disease	catching the disease	get disease	catch disease	met	lit
w204	d541	getting the disease	catching the disease	get disease	catch disease	met	lit
w203	d541	getting the disease	catching the disease	get disease	catch disease	met	met
w68	d541	getting the disease	catching the disease	get disease	catch disease	met	met
w90	d541	getting the disease	catching the disease	get disease	catch disease	met	met
w25	d541	getting the disease	catching the disease	get disease	catch disease	met	met
w203	d520	painting represents	painting captures	painting represent	painting capture	lit	met
w50	d520	painting represents	painting captures	painting represent	painting capture	lit	met
w33	d520	painting represents	painting captures	painting represent	painting capture	lit	met
w188	d520	painting represents	painting captures	painting represent	painting capture	lit	met
w28	d520	painting represents	painting captures	painting represent	painting capture	lit	met
w5	d520	painting represents	painting captures	painting represent	painting capture	lit	lit
w153	d520	painting represents	painting captures	painting represent	painting capture	lit	met
w39	d520	painting represents	painting captures	painting represent	painting capture	lit	lit
w31	d520	painting represents	painting captures	painting represent	painting capture	lit	lit
w13	d520	painting represents	painting captures	painting represent	painting capture	lit	lit
w25	d520	painting represents	painting captures	painting represent	painting capture	lit	met
w68	d520	painting represents	painting captures	painting represent	painting capture	lit	met
w211	d520	painting represents	painting captures	painting represent	painting capture	lit	lit
w204	d520	painting represents	painting captures	painting represent	painting capture	lit	lit
w213	d520	painting represents	painting captures	painting represent	painting capture	lit	lit
w50	d914	practise a profession	follow a profession	practise profession	follow profession	met	met
w153	d914	practise a profession	follow a profession	practise profession	follow profession	met	met
w188	d914	practise a profession	follow a profession	practise profession	follow profession	met	met
w211	d914	practise a profession	follow a profession	practise profession	follow profession	met	met
w28	d914	practise a profession	follow a profession	practise profession	follow profession	met	lit
w203	d914	practise a profession	follow a profession	practise profession	follow profession	met	lit
w31	d914	practise a profession	follow a profession	practise profession	follow profession	met	lit
w13	d914	practise a profession	follow a profession	practise profession	follow profession	met	lit
w25	d914	practise a profession	follow a profession	practise profession	follow profession	met	met
w204	d914	practise a profession	follow a profession	practise profession	follow profession	met	met
w33	d914	practise a profession	follow a profession	practise profession	follow profession	met	lit
w68	d914	practise a profession	follow a profession	practise profession	follow profession	met	met
w39	d914	practise a profession	follow a profession	practise profession	follow profession	met	lit
w214	d914	practise a profession	follow a profession	practise profession	follow profession	met	met
w5	d914	practise a profession	follow a profession	practise profession	follow profession	met	lit
w28	d957	determines the result	shapes the result	determine result	shape result	met	lit
w50	d957	determines the result	shapes the result	determine result	shape result	met	lit
w68	d957	determines the result	shapes the result	determine result	shape result	met	lit
w191	d957	determines the result	shapes the result	determine result	shape result	met	met
w204	d957	determines the result	shapes the result	determine result	shape result	met	lit
w203	d957	determines the result	shapes the result	determine result	shape result	met	met
w188	d957	determines the result	shapes the result	determine result	shape result	met	lit
w25	d957	determines the result	shapes the result	determine result	shape result	met	lit
w33	d957	determines the result	shapes the result	determine result	shape result	met	lit
w90	d957	determines the result	shapes the result	determine result	shape result	met	met
w5	d957	determines the result	shapes the result	determine result	shape result	met	met
w211	d957	determines the result	shapes the result	determine result	shape result	met	met
w31	d957	determines the result	shapes the result	determine result	shape result	met	lit
w39	d957	determines the result	shapes the result	determine result	shape result	met	lit
w13	d957	determines the result	shapes the result	determine result	shape result	met	lit
w31	d994	believe that story	buy that story	believe story	buy story	lit	lit
w50	d994	believe that story	buy that story	believe story	buy story	lit	met
w203	d994	believe that story	buy that story	believe story	buy story	lit	lit
w39	d994	believe that story	buy that story	believe story	buy story	lit	met
w28	d994	believe that story	buy that story	believe story	buy story	lit	lit
w5	d994	believe that story	buy that story	believe story	buy story	lit	met
w191	d994	believe that story	buy that story	believe story	buy story	lit	lit
w153	d994	believe that story	buy that story	believe story	buy story	lit	lit
w188	d994	believe that story	buy that story	believe story	buy story	lit	met
w204	d994	believe that story	buy that story	believe story	buy story	lit	met
w25	d994	believe that story	buy that story	believe story	buy story	lit	lit
w68	d994	believe that story	buy that story	believe story	buy story	lit	lit
w211	d994	believe that story	buy that story	believe story	buy story	lit	lit
w33	d994	believe that story	buy that story	believe story	buy story	lit	met
w13	d994	believe that story	buy that story	believe story	buy story	lit	lit
w50	d973	saturating the market	flooding the market	saturate market	flood market	met	met
w188	d973	saturating the market	flooding the market	saturate market	flood market	met	met
w5	d973	saturating the market	flooding the market	saturate market	flood market	met	lit
w203	d973	saturating the market	flooding the market	saturate market	flood market	met	met
w13	d973	saturating the market	flooding the market	saturate market	flood market	met	lit
w39	d973	saturating the market	flooding the market	saturate market	flood market	met	lit
w211	d973	saturating the market	flooding the market	saturate market	flood market	met	lit
w212	d973	saturating the market	flooding the market	saturate market	flood market	met	lit
w153	d973	saturating the market	flooding the market	saturate market	flood market	met	lit
w68	d973	saturating the market	flooding the market	saturate market	flood market	met	lit
w33	d973	saturating the market	flooding the market	saturate market	flood market	met	lit
w25	d973	saturating the market	flooding the market	saturate market	flood market	met	met
w31	d973	saturating the market	flooding the market	saturate market	flood market	met	lit
w28	d973	saturating the market	flooding the market	saturate market	flood market	met	lit
w204	d973	saturating the market	flooding the market	saturate market	flood market	met	met
w39	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	lit
w28	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	lit
w203	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	lit
w211	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	lit
w5	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	met
w13	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	met
w31	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	lit
w33	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	met
w153	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	lit
w188	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	lit
w25	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	lit
w212	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	lit
w68	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	met
w204	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	met
w50	d927	corrupt the minds	poison the minds	corrupt mind	poison mind	lit	lit
w13	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	met
w31	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	met
w29	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	lit
w204	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	lit
w33	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	met
w5	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	met
w28	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	met
w203	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	met
w50	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	lit
w211	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	lit
w39	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	met
w214	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	lit
w68	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	lit
w25	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	lit
w188	d544	mess right now shows	mess right now reflects	mess show	mess reflect	lit	met
w153	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w5	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w203	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	met
w204	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w28	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w211	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	met
w31	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w13	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w39	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w33	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w25	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w68	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w50	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w90	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w188	d622	decrease my appetite	dull my appetite	decrease appetite	dull appetite	lit	lit
w31	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	lit
w50	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	met
w25	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	met
w203	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	met
w33	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	lit
w5	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	lit
w13	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	lit
w188	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	met
w39	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	lit
w90	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	met
w211	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	met
w204	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	lit
w28	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	lit
w68	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	met
w153	d91	fire that destroyed	fire that devours	fire destroy	fire devour	met	met
w28	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w25	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w153	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w50	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w33	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	met
w5	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w31	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w204	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	met
w188	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w90	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w13	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w203	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w211	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w68	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	met
w39	d61	war in Angola has displaced	war in Angola has uprooted	war displace	war uproot	lit	lit
w188	d532	fate is	fate lies	fate be	fate lie	lit	met
w50	d532	fate is	fate lies	fate be	fate lie	lit	met
w203	d532	fate is	fate lies	fate be	fate lie	lit	lit
w68	d532	fate is	fate lies	fate be	fate lie	lit	met
w31	d532	fate is	fate lies	fate be	fate lie	lit	lit
