DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Discourse.MetLit	Abstr.all	Abstr.N	Abstr.V	Abstr.ADJ	Emotionality	Emotion	List.Words
d161	factor affect	factor shape	met	lit	2.71	3.52	2.97	2.15	2.36	Joy	['and', 'thus', 'we', 'are', 'interested', 'evolution', 'proximal', 'evolutionary', 'fecundity', 'prematurational', 'consequences', 'shapes', 'questions', 'ensuring', 'reproduce', 'population', 'dynamical', 'parasite', 'malaria', 'prematurational', 'interested', 'proximal', 'consequences', 'advantages', 'reproduce', 'proximal', 'evolutionary', 'immunity', 'nematodes', 'growth', 'thus', 'the', 'population', 'dynamical', 'consequences', 'proximal', 'thus', 'evolutionary', 'immunity', 'dynamical', 'dynamical', 'shapes', 'evolution', 'hosts', 'nematodes', 'mature', 'hosts', 'growth', 'parasite', 'malaria']
d450	stimulate debate	fuel debate	met	lit	2.87	3.1	2.64	2.15	2.16	Joy	['over', 'training', 'into', 'the', 'conditioning', 'last', 'widespread', 'example', 'other', 'lack', 'debate', 'concurrently', 'evidence', 'endurace', 'adaptations', 'resistance', 'training', 'evidence', 'strength', 'adaptations', 'introduction', 'programmes', 'conditioning', 'structured', 'training', 'training', 'programmes', 'debate', 'performed', 'evidence', 'training', 'programmes', 'football', 'hockey', 'debate', 'years', 'researchers', 'suggested', 'clarity', 'evidence', 'researchers', 'training', 'introduction', 'evidence', 'endurance', 'debate', 'inconsistent', 'evidence', 'researchers', 'clarity']
d545	get disease	catch disease	lit	lit	2.67	2.72	4.05	2.32	2.51	Joy	['scleroderma', 'cancer', 'professor', 'condition', 'effect', 'survival', 'rates', 'life', 'expectancy', 'diseases', 'greatly', 'improved', 'cases', 'can', 'often', 'scleroderma', 'inaccurate', 'condition', 'appearance', 'improved', 'greatly', 'mild', 'terrifies', 'inaccurate', 'dreadful', 'rates', 'life', 'expectancy', 'diseases', 'condition', 'dreadful', 'survival', 'rate', 'appearance', 'condition', 'improved', 'read', 'survival', 'expectancy', 'inaccurate', 'rates', 'type', 'cases', 'innacurate', 'material', 'improved', 'scleroderma', 'counter', 'appearance', 'survival']
d208	result appear	result emerge	lit	lit	2.36	2.84	2.25	1.9	2.25	Joy	['is', 'a', 'before', 'with', 'how', 'language', 'definition', 'semantic', 'interoperability', 'releasing', 'language', 'publishing', 'defintions', 'important', 'role', 'owl', 'language', 'for', 'play', 'ensure', 'mark-up', 'ontologies', 'definitions', 'interoperability', 'development', 'language', 'ontologies', 'definitions', 'semantic', 'interoperability', 'mark-up', 'language', 'publishing', 'ontologies', 'semantic', 'language', 'interoperability', 'releases', 'development', 'learning', 'mark-up', 'definitions', 'semantic', 'presentation', 'editor', 'owl', 'is', 'a', 'mark-up', 'langurage']
d623	cause excitement	stir excitement	met	lit	2.89	3.94	2.82	2.44	2.48	Joy	['required', 'provide', 'needed', 'collaborate', 'engaging', 'students', 'and', 'meal', 'delivery', 'plan', 'push', 'engaging', 'struggling', 'soft', 'conceive', 'asking', 'federally', 'students', 'school', 'technology', 'meanwhile', 'academic', 'push', 'continues', 'teachers', 'academic', 'engaging', 'struggling', 'connect', 'market', 'difficult', 'teachers', 'freshman', 'skills', 'together', 'provide', 'push', 'stuggling', 'asking', 'students', 'federally', 'academic', 'projects', 'business', '{}', 'required', 'provide', 'collaborate', 'opportunities', 'difficult']
d370	cause excitement	stir excitement	lit	lit	2.98	3.33	2.72	2.07	2.46	Joy	['conversations', 'election', 'doorstep', 'income', 'university', 'impress', 'worry', 'conclusion', 'look', 'conversations', 'me', 'the', 'doorstep', 'people', 'tuesday', 'said', 'university', 'conclusion', 'look', 'higher', 'election', 'taxed', 'income', 'money', 'repayment', 'conclusion', 'best', 'countries', 'income', 'conclusion', 'best', 'doing', 'variants', 'popular', 'income', 'election', 'people', 'university', 'question', 'conversations', 'education', 'fees', 'university', 'income', 'graduate', 'election', 'income', 'children', 'university', 'repayment']
d490	disclose report	leak report	met	lit	3.89	4.29	3.16	3.04	2.1	Joy	['methodist', 'recorder', 'reporter', 'joint', 'church', 'published', 'reporter', 'providing', 'opportunities', 'newspaper', 'published', 'recorder', 'launched', 'newspaper', 'edition', 'press', 'published', 'launched', 'providing', 'opportunities', 'published', 'denominational', 'recorded', 'edition', 'launched', 'published', 'methodist', 'reporter', 'providing', 'advertising', 'published', 'reporter', 'advertising', 'newspapers', 'opportunities', 'cook', 'on', 'his', 'recoreder', 'reporter', 'published', 'advertising', 'newspapers', 'recorder', 'printed', 'published', 'reporter', 'opportunities', 'recorder', 'story']
d88	saturate market	flood market	met	lit	2.42	3.22	2.08	2.25	2.42	Joy	['and', 'other', 'big', 'festivals', 'had', 'glastonberry', 'buy', 'until', 'format', 'industry', 'revolutionising', 'innovative', 'planned', 'unique', 'failed', 'festivals', 'recordings', 'format', 'companies', 'releases', 'cds', 'bootleggers', 'stalls', 'festivals', 'discs', 'had', 'were', 'declined', 'realise', 'innovative', 'recordings', 'bootleg', 'bootleggers', 'glastbury', 'unique signature', 'unique', 'bootleg', 'revolutionising', 'potential', 'innovative', 'glastonbury', '90s', 'format', 'unique', 'signature', '90s', 'revolutionising', 'bootleggers', 'planned', 'glastonbury']
d811	disclose report	leak report	lit	lit	2.91	3.03	-	2.82	2.02	Joy	['replies', 'reports', 'indication', 'reasons', 'validation', 'report', 'policy', 'reasons', 'these', 'permitting', 'university', 'has', 'policy', 'not', 'permitting', 'replies', 'reports', 'information', 'indication', 'external', 'representative', 'external', 'examiners', 'information', 'reports', 'receipt', 'indication', 'action', 'validation', 'policy', 'representative', 'external', 'examiners', 'organizations', 'report', 'representative', 'reports', 'information', 'recommendations', 'organisations', 'replies', 'representative', 'examiners', 'indiction', 'context', 'school', 'reports', 'result', 'recommendations', 'information']
d339	misinterpret word	twist word	met	lit	3.59	4.38	3.07	-	2.32	Joy	['police', 'get', 'message', 'they', 'and', 'still', 'called', 'were', 'surrounded', 'solicitor', 'police', 'officers', 'surrounded', 'station', 'solicitor', 'was', 'when', 'were', 'lied', 'refused', 'called', 'surrounded', 'solicitor', 'shouting', 'confused', 'police', 'surrounded', 'officers', 'refused', 'solicitor', 'morning', 'three', 'surrounded', 'refused', 'shouting', 'bed', 'police', 'surrounded', 'smashed', 'door', 'surrounded', 'police', 'sledgehammer', 'solicitor', 'screaming', 'morning', 'called', 'surrounded', 'smashed', 'solicitor']
d690	recall feeling	recapture feeling	lit	met	3.11	3.87	2.84	2.53	2.18	Joy	"['like', 'tears', 'reduced', 'wolfhound', 'direction', 'i', 'go', 'ever', 'push', 'me', ""i've"", 'reduced', 'directors', 'tears', 'bullied', 'directors', 'question', 'direction', 'hopkins', 'bullied', 'tears', 'wolfhound', 'direction', 'bullied', 'shudders', 'like', 'dare', 'tries', 'it', 'tears', 'reduced', 'directors', 'tears', 'like', 'wolfhound', 'reduced', 'wolfhound', 'push', 'dare', 'it', 'directors', 'tears', 'wolfhound', 'angry', 'bullied', 'directors', 'tears', 'angry', 'bullied', 'child']"
d945	war displace	war uproot	lit	lit	2.99	3.29	2.79	-	2.07	Joy	['refugees', 'detained', 'protesters', 'converged', 'resettled', 'were', 'detained', 'swelled', 'than', 'all', 'boost', 'cure', 'energize', 'flush', 'vibrant', 'protest', 'saturday', 'kennedy', 'airport', 'program', 'refugees', 'converged', 'ban', 'suspended', 'blocked', 'protest', 'refugees', 'celebrities', 'converged', 'program', 'protest', 'detained', 'order', 'program', 'resettled', 'protest', 'airport', 'converged', 'order', 'oppression', 'detained', 'immediately', 'suspended', 'displaced', 'blocked', 'protest', 'refugees', 'travel', 'ban', 'syria']
d788	colour match	colour harmonise	met	lit	3.41	3.85	3.73	2.27	2.86	Joy	['bedroom', 'wardrobes', 'shower', 'suite', 'facilities', 'airy', 'the', 'perfect', 'relax', 'calmness', 'light', 'airy', 'lavish', 'relaxing', 'calmness', 'bedroom', 'wardrobes', 'facilities', 'family', 'bathroom', 'ample', 'storage', 'wardrobes', 'convenience', 'access', 'drawing', 'conservatory', 'lavish', 'relaxing', 'calmness', 'bedroom', 'wardrobe', 'shower', 'convenience', 'bathrooms', 'conservatory', 'summers', 'bedroom', 'suite', 'bathroom', 'evening', 'bedroom', 'storage', 'wardrobes', 'shower', 'leads', 'making', 'added', 'solitude', 'benefiting']
d427	understand meaning	grasp meaning	met	lit	2.51	2.98	2.12	2.5	2.4	Joy	['lived', 'perceive', 'believe', 'dealt', 'with', 'are', 'prepared', 'and', 'teachers', 'receive', 'lived', 'regards', 'inclusion', 'futhermore', 'believe', 'psychology', 'student', 'disability', 'education', 'institutions', 'accordance', 'exception', 'preparation', 'examined', 'completed', 'disabled', 'attendance', 'luisa', 'examined', 'dissertations', 'perceive', 'believe', 'mentioned', 'looked', 'examined', 'pedagogy', 'experience', 'disability', 'necessary', 'education', 'accordance', 'disability', 'preparation', 'issue', 'focused', 'student', 'disability', 'specialized', 'attendance', 'programs']
d586	misinterpret word	twist word	met	lit	2.72	3.39	2.63	2.04	2.15	Joy	['consider', 'swear', 'point', 'measure', 'experienced', 'is', 'to', 'flush', 'world', 'history', 'offensive', 'hand', 'validity', 'history', 'religion', 'offensive', 'swear', 'validity', 'measure', 'discussing', 'muslims', 'us', 'prisons', 'courtrooms', 'bible', 'consider', 'offensive', 'courtrooms', 'swear', 'bible', 'flush', 'toilet', 'swear', 'oath', 'adam smith', 'flush', 'bible', 'swear', 'oath', 'normal', 'offensive', 'koran', 'oath', 'discussing', 'validity', 'offensive', 'questioned', 'scientific', 'quote', 'originally']
d481	tension increase	tension mount	met	lit	2.88	2.95	3.14	2.85	2.36	Joy	['releases', 'of', 'the', 'debut', 'echoing', 'dramatises', 'perspective', 'feature', 'celebration', 'cynicism', 'british', 'film', 'institute', 'award', 'winning', 'director', 'war', 'histories', 'genocide', 'celebration', 'distribution', 'truth', 'genocide', 'colonel', 'conflict', 'audacious', 'truth', 'reconciliation', 'subtleties', 'complexities', 'distribution', 'institute', 'feature', 'debut', 'award-winning', 'institute', 'process', 'reconciliation', 'bloody', 'conflict', 'remains', 'both', 'sides', 'celebration', 'arranged', 'female', 'decade', 'conflict', 'genocide', 'distribution']
d319	urge someone	push someone	lit	lit	2.92	3.32	2.84	1.99	2.15	Joy	['menace', 'called', 'watch', 'prime', 'to', 'league', 'polish', 'families', 'education', 'ministor', 'affiliated', 'demonstrators', 'government', 'political', 'organisations', 'eggs', 'political', 'leaders', 'government', 'leaders', 'affiliated', 'demonstrators', 'intolerance', 'verification', 'organizations', 'youth', 'affliated', 'polish', 'government', 'rights', 'affiliated', 'foundation', 'demonstrators', 'political', 'affirm', 'affliated', 'hatred', 'violence', 'train', 'affirm', 'affiliated', 'founded', 'government', 'minister', 'publicly', 'founded', 'organizations', 'political', 'publicly', 'affiliated']
d554	invest money	pour money	met	lit	2.78	3.56	1.95	2.42	2.09	Joy	['manufactured', 'investment', 'different', 'entrepreneur', 'plastics', 'cost', 'duties', 'investments', 'entrepreneur', 'manufactured', 'could', 'incur', 'heavy', 'duties', 'in', 'cost', 'plummet', 'incur', 'investments', 'exempt', 'manufactured', 'import', 'duties', 'investments', 'money', 'manufactured', 'cost', 'investments', 'entrepreneur', 'plastics', 'manufactured', 'cost', 'incur', 'exempt', 'avail', 'manufactured', 'import', 'investments', 'government', 'money', 'plummet', 'close', 'government', 'lamps', 'asked', 'manufactured', 'locally', 'investments', 'import', 'duties']
d216	tension increase	tension mount	lit	lit	3.32	4.41	3.24	1.81	2.01	Joy	['further', 'replace', 'the', 'lens', 'turn', 'not', 'possible', 'advisable', 'stops', 'rewound', 'rewind', 'replace', 'rotate', 'release', 'pull', 'film', 'unwind', 'replace', 'rotate', 'pull', 'film', 'advisable', 'replace', 'rotate', 'rewind', 'wind', 'rewind', 'unload', 'cover', 'rotate', 'possible', 'advisable', 'replace', 'cover', 'winding', 'film', 'rewind', 'unload', 'shutter', 'lens', 'advisable', 'cap', 'point', 'clockwise', 'rewound', 'unload', 'replace', 'rewound', 'film', 'rewind']
d445	urge someone	push someone	lit	lit	3.29	3.4	-	2.96	2.48	Joy	['sued', 'manufacturer', 'school', 'campaign', 'genocide', 'woman', 'whose', 'son', 'sisters', 'having', 'sued', 'council', 'witnessed', 'campaign', 'learn', 'manufacturer', 'council', 'genocide', 'reporter', 'particular', 'manufacturer', 'school', 'council', 'community', 'genocide', 'sued', 'council', 'genocide', 'rwanda', 'particular', 'sued', 'owned', 'community', 'genocide', 'television', 'manufacturer', 'council', 'community', 'orphaned', 'genocide', 'television', 'adverts', 'proliferation', 'comic', 'reporter', 'sued', 'orphaned', 'genocide', 'murdered', 'witness']
d283	view represent	view reflect	lit	lit	2.73	2.78	2.44	1.93	2.31	Joy	['racism', 'essay', 'citizenship', 'identity', 'south asian', 'south', 'essay', 'he', 'declared', 'with', 'proposals', 'participation', 'nationality', 'racism', 'published', 'singled', 'nationalities', 'racism', 'published', 'declared', 'singled', 'overcome', 'bedevils', 'participation', 'proposals', 'regard', 'english', 'discussion', 'parliament', 'immigration', 'indication', 'writing', 'essay', 'enables', 'participation', 'identity', 'britishness', 'culture', 'prospective', 'singled', 'singled', 'racism', 'culture', 'schizophrenia', 'britishness', 'published', 'declared', 'origin', 'asylum', 'bill']
d92	view represent	view reflect	lit	lit	2.23	2.0	2.22	1.85	2.38	Joy	['was', 'is', 'always', 'significant', 'efforts', 'it', 'was', 'always', 'intended', 'quite', 'derogatory', 'no', 'intended', 'insensitive', 'efforts', 'derogatory', 'significant', 'insensitive', 'terminology', 'undermining', 'derogatory', 'intended', 'applaud', 'insensitive', 'undermining', 'sambo', 'derogatory', 'nearly', 'insensitive', 'pushing', 'pushing', 'us', 'back', 'several', 'efforts', 'was', 'less', 'feel', 'insensitive', 'efforts', 'derogatory', 'intended', 'feel', 'terminology', 'people', 'derogatory', 'always', 'intended', 'insensitive', 'back']
d605	example show	example illustrate	met	lit	2.43	2.49	2.46	2.44	2.29	Joy	['has', 'challenges', 'tackle', 'specific', 'culture', 'specific', 'workplace', 'evaluate', 'cultural', 'awareness', 'training', 'awareness', 'specific', 'manifestations', 'applications', 'awareness', 'training', 'specific', 'deals', 'culture', 'cultural', 'awareness', 'workplace', 'evaluate', 'challenges', 'manifestations', 'constructively', 'culture', 'evaluate', 'parallel', 'training', 'workplace', 'manifestations', 'applications', 'evaluate', 'purpose', 'evaluate', 'differences', 'deals', 'specific', 'training', 'awareness', 'cultural', 'manifestations', 'evaluate', 'manifestations', 'parallel', 'culture', 'constructively', 'differences']
d386	decrease appetite	dull appetite	lit	lit	3.22	3.35	4.49	2.95	2.37	Joy	['internal', 'which', 'fosters', 'the', 'step', 'environment', 'development', 'dairy', 'margarine', 'poultry', 'contributes', 'environment', 'hydrogenated', 'result', 'improvement', 'contributes', 'acidic', 'limit', 'improvement', 'nutrients', 'acne', 'dairy', 'daily', 'eat', 'alone', 'contributes', 'internal', 'environment', 'improvement', 'nutrients', 'acne', 'limit', 'fats', 'oils', 'improvement', 'acne', 'fats', 'fried', 'healthy', 'nutrients', 'contributes', 'development', 'limit', 'category', 'nutrients', 'each', 'category', 'alone', 'dramatic', 'important']
d547	fate be	fate lie	met	lit	3.19	3.42	1.89	2.74	2.4	Joy	['he', 'wants', 'china', 'be', 'an', 'china', 'cui', 'jian', 'international', 'star', 'believe', 'conquered', 'international', 'star', 'moment', 'china', 'international', 'said', 'moment', 'rocker', 'rocker', 'conquered', 'international', 'big', 'moment', 'china', 'cui juan', 'wang', 'believe', 'rocker', 'rocker', 'conquered', 'china', 'moment', 'wants', 'conquered', 'international', 'star', 'best', 'moment', 'top', 'rocker', 'international', 'big', 'conquered', 'moment', 'star', 'best', 'rocker', 'believe']
d260	moon appear	moon peep	lit	lit	3.28	4.33	2.84	2.09	2.14	Joy	['pope', 'born', 'baptized', 'diocese', 'corresponding', 'and', 'was', 'pope', 'became', 'none', 'included', 'was', 'became', 'included', 'after', 'pope', 'arms', 'corresponding', 'diocese', 'baptized', 'corresponding', 'pope', 'innocent', 'became', 'baptized', 'iris', 'blossoms', 'beautiful', 'moon', 'pope', 'corresponding', 'pope', 'born', 'baptized', 'became', 'paul vi', 'corresponding', 'pope', 'paul i', 'diocese', 'corresponding', 'born', '108th', '1963-78', '109th', '108th', '1963-78', '109th', '1978-78', '1978']
d207	affect judgement	colour judgement	met	lit	2.74	3.03	2.79	1.95	2.32	Joy	['some', 'out', 'marks', 'judgement', 'two', 'clients', 'semi-scientific', 'achieves', 'judgement', 'panel', 'score', 'sheet', 'clients', 'techniques', 'experience', 'scientific', 'diverse', 'techniques', 'criteria', 'subjective', 'quality', 'deserves', 'opposed', 'subjective', 'bound', 'admittedly', 'score', 'sheet', 'achieves', 'judging', 'score', 'sheet', 'criteria', 'judging', 'panel', 'clients', 'semi-scientific', 'quality', 'experience', 'judgement', 'semi', 'scientific', 'score', 'awards', 'marks', 'diverse', 'criteria', 'quality', 'formality', 'subjective']
d48	address question	tackle question	met	lit	2.27	2.38	2.56	2.14	2.02	Joy	['lives', 'by', 'it', 'holds', 'defensible', '1963', 'law', 'market', 'supremacy', 'eu', 'are', 'which', 'core', 'of', 'a', 'eu', 'lives', 'principles', 'enlarged', 'competence', 'principles', 'ratify', 'jurisprudence', 'technical', 'supremacy', 'internal', 'market', 'law', 'court', 'justice', 'lives', 'principle', 'ratify', 'arguably', 'cannot', 'ratify', 'steadily', 'principals', 'competence', 'limited', 'principles', 'sacrosanct', 'ratify', 'supremacy', 'sovereign', 'lives', 'principles', 'sacrosanct', 'ratify', 'now']
d30	attract worker	suck worker	lit	lit	3.4	3.78	2.93	2.93	1.99	Joy	['the', 'first', 'press', 'almost', 'goods', 'patent', 'still', 'casting', 'ususal', 'methon', 'first', 'casting', 'pouring', 'wrought', 'established', 'patent', 'manufactory', 'method', 'companies', 'established', 'machine', 'casting', 'copper', 'goods', 'brass', 'patent', 'automatic', 'machine', 'manufactory', 'alloys', 'patent', '1835', 'usual', 'pouring', 'established', 'automatic', 'manufactory', 'century', 'method', 'separate', 'automatic', 'press', 'melted', 'hand', 'brass', 'patent', 'trade', 'guild', 'brass', 'machine']
d197	read book	devour book	met	lit	3.15	3.61	3.02	1.99	2.27	Joy	['done', 'book', 'newsletter', 'guide', 'team', 'review', 'out', 'in', 'june', 'team', 'i', 'done', 'book', 'review', 'self-help', 'review', 'thought', 'techniques', 'laid', 'still', 'chronic', 'pain', 'society', 'professionals', 'cbt', 'review', 'newsletter', 'professionals', 'team', 'health', 'review', 'professionals', 'chronic', 'cognitive', 'techniques', 'professionals', 'chronic', 'health', 'cognitive', 'techniques', 'written', 'beautifully', 'post', 'pain', 'difficulties', 'chronic', 'pain', 'cbt', 'book', 'written']
d765	fire destroy	fire devour	lit	lit	3.59	4.13	2.69	-	2.18	Joy	['consort', 'and', 'born', 'was', 'a', 'prince', 'albert', 'consort', 'queen', 'victoria', 'osborne', 'whippingham', 'liverpool', 'seismologist', 'consort', 'consort', 'designer', 'professor', 'seismologist', 'geology', 'professor', 'geology', 'mining', 'queen', 'victoria', 'queen', 'prince', 'church', 'japan', 'professor', 'prince', 'consort', 'queen', 'professor', 'seismologist', 'consort', 'designer', 'professor', 'born', 'moved', 'consort', 'designer', 'born', 'japan', '1850', 'liverpool', 'japan', 'geology', 'mining', 'prince']
d351	make remark	throw remark	met	lit	2.3	2.71	2.01	2.31	2.08	Joy	['denied', 'told', 'objected', 'statement', 'gave', 'had', 'been', 'for', 'why', 'then', 'denied', 'had', 'been', 'not', 'clear', 'accepting', 'responsible', 'intelligence', 'report', 'statement', 'ministry', 'defence', 'intelligence', 'source', 'stonewalled', 'denied', 'resposible', 'objected', 'accepting', 'insisting', 'denied', 'responsible', 'objected', 'source', 'bluntly', 'doctoring', 'intelligence', 'statement', 'inconsistency', 'stonewalled', 'doctoring', 'intelligence', 'reports', 'ministry', 'stonewalled', 'denied', 'responsible', 'objected', 'bluntly', 'inconsistency']
d601	story intrigue	story grab	met	lit	2.46	2.78	-	2.26	2.43	Joy	['chooses', 'business', 'personal', 'real', 'struggles', 'chooses', 'companies', 'maytag', 'dollars', 'triumph', 'the', 'real', 'struggles', 'meaningful', 'dollars', 'companies', 'founder', 'maytag', 'business', 'real', 'chooses', 'clif', 'buysiness', 'real', 'style', 'meaningful', 'style', 'rigorous', 'familiar', 'struggles', 'real', 'struggles', 'companies', 'business', 'style', 'companies', 'business', 'interest', 'rigorous', 'dollars', 'founder', 'personal', 'interest', 'rigorous', 'business', 'burlingham', 'clif bar', 'anchor brewing', 'maytag', 'familiar']
d952	affect judgement	colour judgement	lit	lit	2.97	3.7	1.8	2.5	2.13	Joy	['rely', 'explains', 'situation', 'know', 'possible', 'job', 'official', 'resources', 'acceptable', 'know', 'sources', 'with', 'army', 'press', 'office', 'coverage', 'employee', 'northern', 'ireland', 'sources', 'journalists', 'official', 'sources', 'employee', 'officer', 'stories', 'eminently', 'close', 'former', 'job', 'journalists', 'sources', 'coverage', 'official', 'press', 'rely', 'similarity', 'eminently', 'ireland', 'army', 'official', 'employee', 'writes', 'job', 'army', 'heavily', 'official', 'sources', 'coverage', 'acceptable']
d252	example show	example illustrate	lit	lit	2.63	2.88	2.72	2.21	2.24	Joy	['summer', 'schools', 'provides', 'support', 'will', 'systematic', 'research', 'starts', 'summer', 'schools', 'systematic', 'research', 'federal', 'state', 'planning', 'systematic', 'research', 'federal', 'results', 'evaluation', 'concept', 'connected', 'research', 'solution', 'articulated', 'systematic', 'research', 'consequence', 'articulated', 'internal', 'systematic', 'easter', 'federal', 'pisa', 'summer', 'systematic', 'research', 'federal', 'results', 'heterogeneity', 'concept', 'consequence', 'internal', 'evaluation', 'working', 'systematic', 'consequence', 'heterogeneity', 'federal', 'consequence']
d345	manage job	juggle job	met	lit	3.07	3.68	3.15	2.83	2.42	Joy	['uk', 'breakdowns', 'disorders', 'stress', 'students', 'the', 'high', 'students', 'yet', 'always', 'talk', 'tell', 'experts', 'changed', 'any', 'stress', 'students', 'campus', 'breakdowns', 'disorders', 'student', 'breakdowns', 'disorders', 'stressed', 'unsettling', 'disorders', 'sleep', 'talk', 'level', 'financial', 'sleep', 'breakdown', 'stressed', 'campus', 'students', 'student', 'campus', 'breakdowns', 'stressed', 'financial', 'talk', 'who', 'have', 'transition', 'unsettling', 'student', 'campus', 'stress', 'transition', 'pressure']
d755	urge someone	push someone	met	lit	2.32	2.58	2.17	2.41	2.31	Joy	['will', 'realise', 'ensure', 'always', 'ensure', 'and', 'will', 'realise', 'that', 'presence', 'syndrome', 'suffered', 'richer', 'powerful', '10', 'interests', 'hopefully', 'strong', 'agenda', 'powerful', 'westminster', 'scottish', 'issues', 'syndrome', 'england', 'interests', 'voters', 'issues', 'agenda', 'syndrome', 'scotland', 'realise', 'syndrome', '10', 'more', 'issues', 'realise', 'englishmen', 'strong', 'suffered', 'interests', 'realise', 'ensure', 'going', 'richer', 'powerful', 'england', 'course', 'more', 'voters']
d438	improve economy	boost economy	lit	lit	2.77	3.17	2.5	2.29	2.36	Joy	['enough', 'natural', 'and', 'local', 'labour', 'source', 'methods', 'obstacles', 'machinery', 'profits', 'farming', 'economy', 'famine', 'industry', 'profits', 'wealth', 'farming', 'natural', 'russia', 'countries', 'russia', 'population', 'wealth', 'source', 'economy', 'economy', 'labour', 'population', 'industry', 'resources', 'source', 'economy', 'produce', 'labor', 'industry', 'population', 'obstacles', 'famine', 'produce', 'resources', 'main', 'source', 'was', 'farming', 'because', 'economy', 'russia', 'labour', 'methods', 'resources']
d902	corrupt mind	poison mind	lit	met	2.43	2.41	2.52	3.38	2.53	Joy	['unhappiness', 'confusion', 'sin', 'impossible', 'humiliates', 'unhappiness', 'confusion', 'darkness', 'sin', 'blessings', 'increase', 'to', 'face', 'for', 'sin', 'sin', 'illustrations', 'blessings', 'confusion', 'unhappiness', 'deep', 'appear', 'weakens', 'heart', 'blessings', 'unhappiness', 'illustrations', 'imply', 'practice', 'blessings', 'illustrations', 'sin', 'continous', 'imply', 'humiliates', 'deep', 'imply', 'directly', 'life', 'practice', 'confusion', 'illustrations', 'sin', 'blessings', 'barakah', 'unhappiness', 'darkness', 'starts', 'appear', 'weakens']
d701	manage job	juggle job	met	lit	3.0	3.77	2.82	2.24	2.27	Joy	['i', 'rang', 'told', 'discover', 'verified', 'nanny', 'had', 'two', 'year', 'good', 'told', 'me', 'referring', 'warned', 'unsuitable', 'bitch', 'unsuitable', 'slipped', 'frankly', 'discover', 'sacked', 'nanny', 'agency', 'unsuitable', 'references', 'referring', 'discovering', 'bitch', 'angry', 'references', 'sacked', 'bitch', 'slipped', 'hefty', 'net', 'agency', 'rang', 'expect', 'fee', 'verified', 'referring', 'warnedimmediately', 'extremely', 'discover', 'verified', 'unsuitable', 'discovery', 'pregnant', 'immediately', 'agency']
d867	practise profession	follow profession	met	lit	3.2	3.89	2.29	-	2.04	Joy	['published', 'makers', 'have', 'been', 'elsewhere', 'county', 'mapping', 'published', 'admitted', 'service', 'notes', 'made', 'copy', 'seen', 'map', 'copy', 'published', 'collection', 'study', 'mapping', 'map', 'study', 'collection', 'studies', '1611', 'notes', 'made', 'published', 'item', 'study', 'map', 'hampshire', 'hmcms:kd1996.16', 'john', 'speed', 'made', 'copy', 'published', 'perhaps', 'admitted', 'concentrates', 'notes', 'made', 'study', 'published', 'notes', 'copy', 'published', 'map', 'service']
d408	stimulate debate	fuel debate	met	lit	2.8	2.91	2.86	2.65	2.39	Joy	['policy', 'a', 'crisis', 'adopted', 'these', 'refers', 'policy', 'response', 'resources', 'accurately', 'communication', 'issued', 'refers', 'suggests', 'truth', 'communication', 'protection', 'international', 'protection', 'regime', 'asylum', 'policy', 'agenda', 'humanitarian', 'resources', 'communication', 'heading', 'system', 'member', 'resources', 'institution', 'asylum', 'real', 'threat', 'communication', 'asylum', 'communication', 'amnesty', 'regime', 'migratory', 'refers', 'heading', 'new', 'abuse', 'real', 'communication', 'policy', 'approach', 'assumptions', 'reality']
d337	cause doubt	cast doubt	lit	lit	2.76	3.08	2.11	2.27	1.98	Joy	['in', 'the', 'conduct', 'error', 'grounds', 'procedures', 'supervisory', 'arrangements', 'examination', 'performance', 'procedures', 'examination', 'alleged', 'arrangements', 'period', 'study', 'constitute', 'examination', 'appeal', 'procedural', 'procedures', 'appeal', 'circumstances', 'evidence', 'examination', 'procesdures', 'grievance', 'arrangement', 'appeal', 'error', 'examination', 'procedures', 'decision', 'supervisory', 'administrative', 'procedures', 'supervisory', 'evidence', 'procedural', 'examination', 'procedures', 'arrangements', 'grounds', 'review', 'examination', 'arrangements', 'constitute', 'review', 'examination', 'circumstances']
d366	solve problem	attack problem	met	lit	3.02	3.39	2.38	-	2.0	Joy	['buidling', 'called', 'defeated', 'persuade', 'establish', 'election', 'timing', 'including', 'pass', 'series', 'house', 'commons', 'parliament', 'cambridge', 'university', 'after', 'called', 'was', 'stood', 'had', 'general', 'cambridge', 'commons', 'india', 'act', 'election', 'majority', 'measures', 'control', 'parliament', 'defeated', 'persuade', 'commons', 'parliament', 'india', 'building', 'election', 'defeated', 'polls', 'parliament', 'popularity', 'election', 'polls', 'cambridge', 'parliament', 'building', 'election', 'timing', 'defeated', 'majority']
d282	pose question	frame question	met	met	3.11	2.86	2.64	4.45	2.25	Joy	['other', 'my', 'concern', 'went', 'was', 'plight', 'stuck', 'swung', 'abused', 'her', 'human', 'terms', 'trunk', 'branches', 'lopped', 'concern', 'her', 'human', 'plight', 'abused', 'stumps', 'lopped', 'trunk', 'plight', 'swung', 'thinking', 'human', 'terms', 'plight', 'her', 'stumps', 'ask', 'thinking', 'trunk', 'road', 'thinking', 'in', 'human', 'terms', 'rested', 'human', 'thought', 'trunk', 'plight', 'stuck', 'stump', 'how', 'she', 'human', 'abused']
