WorkerId	DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Category.MetLit
w153	d808	instill life	breathe life	lit	4
w155	d808	instill life	breathe life	lit	3
w93	d808	instill life	breathe life	lit	6
w40	d808	instill life	breathe life	lit	3
w42	d808	instill life	breathe life	lit	6
w141	d808	instill life	breathe life	lit	1
w15	d808	instill life	breathe life	lit	4
w31	d808	instill life	breathe life	lit	1
w158	d808	instill life	breathe life	lit	2
w154	d808	instill life	breathe life	lit	5
w2	d808	instill life	breathe life	lit	3
w47	d808	instill life	breathe life	lit	1
w25	d808	instill life	breathe life	lit	3
w143	d808	instill life	breathe life	lit	4
w156	d808	instill life	breathe life	lit	2
w155	d809	practise profession	follow profession	lit	3
w31	d809	practise profession	follow profession	lit	1
w42	d809	practise profession	follow profession	lit	5
w153	d809	practise profession	follow profession	lit	4
w141	d809	practise profession	follow profession	lit	1
w47	d809	practise profession	follow profession	lit	1
w156	d809	practise profession	follow profession	lit	5
w154	d809	practise profession	follow profession	lit	2
w2	d809	practise profession	follow profession	lit	3
w36	d809	practise profession	follow profession	lit	4
w93	d809	practise profession	follow profession	lit	2
w40	d809	practise profession	follow profession	lit	4
w15	d809	practise profession	follow profession	lit	4
w28	d809	practise profession	follow profession	lit	5
w143	d809	practise profession	follow profession	lit	5
w36	d810	distinction disappear	distinction blur	met	6
w15	d810	distinction disappear	distinction blur	met	3
w28	d810	distinction disappear	distinction blur	met	4
w143	d810	distinction disappear	distinction blur	met	3
w141	d810	distinction disappear	distinction blur	met	1
w31	d810	distinction disappear	distinction blur	met	6
w47	d810	distinction disappear	distinction blur	met	3
w2	d810	distinction disappear	distinction blur	met	3
w154	d810	distinction disappear	distinction blur	met	1
w42	d810	distinction disappear	distinction blur	met	5
w17	d810	distinction disappear	distinction blur	met	4
w93	d810	distinction disappear	distinction blur	met	4
w40	d810	distinction disappear	distinction blur	met	4
w25	d810	distinction disappear	distinction blur	met	2
w155	d810	distinction disappear	distinction blur	met	3
w93	d811	disclose report	leak report	lit	3
w2	d811	disclose report	leak report	lit	3
w25	d811	disclose report	leak report	lit	3
w15	d811	disclose report	leak report	lit	4
w155	d811	disclose report	leak report	lit	3
w141	d811	disclose report	leak report	lit	1
w154	d811	disclose report	leak report	lit	1
w31	d811	disclose report	leak report	lit	5
w42	d811	disclose report	leak report	lit	5
w17	d811	disclose report	leak report	lit	3
w47	d811	disclose report	leak report	lit	2
w28	d811	disclose report	leak report	lit	5
w143	d811	disclose report	leak report	lit	2
w36	d811	disclose report	leak report	lit	5
w40	d811	disclose report	leak report	lit	4
w143	d812	mess show	mess reflect	lit	3
w156	d812	mess show	mess reflect	lit	5
w141	d812	mess show	mess reflect	lit	1
w47	d812	mess show	mess reflect	lit	1
w31	d812	mess show	mess reflect	lit	2
w2	d812	mess show	mess reflect	lit	4
w15	d812	mess show	mess reflect	lit	4
w28	d812	mess show	mess reflect	lit	5
w40	d812	mess show	mess reflect	lit	4
w93	d812	mess show	mess reflect	lit	4
w25	d812	mess show	mess reflect	lit	4
w42	d812	mess show	mess reflect	lit	6
w155	d812	mess show	mess reflect	lit	3
w154	d812	mess show	mess reflect	lit	1
w17	d812	mess show	mess reflect	lit	4
w143	d813	manage job	juggle job	met	6
w93	d813	manage job	juggle job	met	2
w31	d813	manage job	juggle job	met	5
w15	d813	manage job	juggle job	met	5
w156	d813	manage job	juggle job	met	5
w155	d813	manage job	juggle job	met	3
w154	d813	manage job	juggle job	met	1
w17	d813	manage job	juggle job	met	4
w2	d813	manage job	juggle job	met	3
w153	d813	manage job	juggle job	met	4
w42	d813	manage job	juggle job	met	6
w36	d813	manage job	juggle job	met	5
w141	d813	manage job	juggle job	met	1
w40	d813	manage job	juggle job	met	4
w47	d813	manage job	juggle job	met	3
w153	d814	organise production	mount production	met	3
w31	d814	organise production	mount production	met	6
w42	d814	organise production	mount production	met	5
w141	d814	organise production	mount production	met	1
w156	d814	organise production	mount production	met	5
w17	d814	organise production	mount production	met	5
w2	d814	organise production	mount production	met	4
w28	d814	organise production	mount production	met	3
w15	d814	organise production	mount production	met	4
w40	d814	organise production	mount production	met	4
w47	d814	organise production	mount production	met	4
w143	d814	organise production	mount production	met	3
w154	d814	organise production	mount production	met	1
w93	d814	organise production	mount production	met	5
w155	d814	organise production	mount production	met	3
w2	d815	discuss idea	float idea	lit	4
w143	d815	discuss idea	float idea	lit	6
w36	d815	discuss idea	float idea	lit	4
w31	d815	discuss idea	float idea	lit	1
w25	d815	discuss idea	float idea	lit	2
w93	d815	discuss idea	float idea	lit	4
w141	d815	discuss idea	float idea	lit	1
w154	d815	discuss idea	float idea	lit	2
w47	d815	discuss idea	float idea	lit	4
w153	d815	discuss idea	float idea	lit	3
w40	d815	discuss idea	float idea	lit	3
w155	d815	discuss idea	float idea	lit	3
w42	d815	discuss idea	float idea	lit	5
w15	d815	discuss idea	float idea	lit	3
w156	d815	discuss idea	float idea	lit	2
w153	d816	invest money	pour money	met	4
w154	d816	invest money	pour money	met	5
w146	d816	invest money	pour money	met	3
w36	d816	invest money	pour money	met	2
w143	d816	invest money	pour money	met	3
w141	d816	invest money	pour money	met	1
w156	d816	invest money	pour money	met	5
w155	d816	invest money	pour money	met	4
w15	d816	invest money	pour money	met	4
w47	d816	invest money	pour money	met	3
w40	d816	invest money	pour money	met	3
w42	d816	invest money	pour money	met	5
w2	d816	invest money	pour money	met	4
w93	d816	invest money	pour money	met	6
w31	d816	invest money	pour money	met	2
w93	d817	forget trouble	drown trouble	lit	1
w17	d817	forget trouble	drown trouble	lit	2
w31	d817	forget trouble	drown trouble	lit	2
w47	d817	forget trouble	drown trouble	lit	5
w153	d817	forget trouble	drown trouble	lit	3
w2	d817	forget trouble	drown trouble	lit	3
w42	d817	forget trouble	drown trouble	lit	6
w141	d817	forget trouble	drown trouble	lit	1
w15	d817	forget trouble	drown trouble	lit	2
w155	d817	forget trouble	drown trouble	lit	4
w28	d817	forget trouble	drown trouble	lit	3
w143	d817	forget trouble	drown trouble	lit	3
w40	d817	forget trouble	drown trouble	lit	4
w154	d817	forget trouble	drown trouble	lit	6
w156	d817	forget trouble	drown trouble	lit	2
w15	d818	instill life	breathe life	met	4
w2	d818	instill life	breathe life	met	4
w156	d818	instill life	breathe life	met	5
w141	d818	instill life	breathe life	met	1
w155	d818	instill life	breathe life	met	3
w17	d818	instill life	breathe life	met	5
w28	d818	instill life	breathe life	met	6
w93	d818	instill life	breathe life	met	4
w31	d818	instill life	breathe life	met	2
w47	d818	instill life	breathe life	met	4
w36	d818	instill life	breathe life	met	5
w143	d818	instill life	breathe life	met	3
w40	d818	instill life	breathe life	met	3
w42	d818	instill life	breathe life	met	6
w154	d818	instill life	breathe life	met	5
w154	d819	experience freedom	taste freedom	lit	2
w40	d819	experience freedom	taste freedom	lit	4
w42	d819	experience freedom	taste freedom	lit	5
w143	d819	experience freedom	taste freedom	lit	6
w47	d819	experience freedom	taste freedom	lit	5
w93	d819	experience freedom	taste freedom	lit	6
w17	d819	experience freedom	taste freedom	lit	4
w156	d819	experience freedom	taste freedom	lit	3
w155	d819	experience freedom	taste freedom	lit	4
w141	d819	experience freedom	taste freedom	lit	1
w15	d819	experience freedom	taste freedom	lit	4
w2	d819	experience freedom	taste freedom	lit	4
w36	d819	experience freedom	taste freedom	lit	5
w28	d819	experience freedom	taste freedom	lit	3
w31	d819	experience freedom	taste freedom	lit	3
w155	d820	attract worker	suck worker	lit	4
w141	d820	attract worker	suck worker	lit	1
w28	d820	attract worker	suck worker	lit	3
w15	d820	attract worker	suck worker	lit	3
w93	d820	attract worker	suck worker	lit	6
w31	d820	attract worker	suck worker	lit	5
w40	d820	attract worker	suck worker	lit	3
w42	d820	attract worker	suck worker	lit	6
w17	d820	attract worker	suck worker	lit	6
w47	d820	attract worker	suck worker	lit	3
w154	d820	attract worker	suck worker	lit	2
w143	d820	attract worker	suck worker	lit	2
w153	d820	attract worker	suck worker	lit	4
w156	d820	attract worker	suck worker	lit	5
w2	d820	attract worker	suck worker	lit	3
w93	d821	view represent	view reflect	met	6
w156	d821	view represent	view reflect	met	5
w2	d821	view represent	view reflect	met	3
w47	d821	view represent	view reflect	met	5
w141	d821	view represent	view reflect	met	6
w7	d821	view represent	view reflect	met	5
w154	d821	view represent	view reflect	met	2
w159	d821	view represent	view reflect	met	4
w31	d821	view represent	view reflect	met	5
w42	d821	view represent	view reflect	met	6
w17	d821	view represent	view reflect	met	4
w160	d821	view represent	view reflect	met	6
w143	d821	view represent	view reflect	met	5
w40	d821	view represent	view reflect	met	4
w15	d821	view represent	view reflect	met	4
w47	d822	read book	devour book	met	5
w17	d822	read book	devour book	met	4
w143	d822	read book	devour book	met	3
w160	d822	read book	devour book	met	2
w2	d822	read book	devour book	met	3
w154	d822	read book	devour book	met	6
w40	d822	read book	devour book	met	3
w159	d822	read book	devour book	met	1
w141	d822	read book	devour book	met	1
w31	d822	read book	devour book	met	6
w36	d822	read book	devour book	met	5
w156	d822	read book	devour book	met	5
w7	d822	read book	devour book	met	1
w42	d822	read book	devour book	met	6
w15	d822	read book	devour book	met	3
w154	d823	mess show	mess reflect	met	1
w143	d823	mess show	mess reflect	met	6
w141	d823	mess show	mess reflect	met	1
w25	d823	mess show	mess reflect	met	1
w36	d823	mess show	mess reflect	met	5
w17	d823	mess show	mess reflect	met	3
w47	d823	mess show	mess reflect	met	4
w31	d823	mess show	mess reflect	met	5
w42	d823	mess show	mess reflect	met	5
w2	d823	mess show	mess reflect	met	4
w15	d823	mess show	mess reflect	met	4
w7	d823	mess show	mess reflect	met	2
w160	d823	mess show	mess reflect	met	3
w159	d823	mess show	mess reflect	met	5
w40	d823	mess show	mess reflect	met	4
w160	d824	tension increase	tension mount	lit	2
w31	d824	tension increase	tension mount	lit	1
w15	d824	tension increase	tension mount	lit	4
w42	d824	tension increase	tension mount	lit	6
w47	d824	tension increase	tension mount	lit	5
w25	d824	tension increase	tension mount	lit	4
w141	d824	tension increase	tension mount	lit	1
w7	d824	tension increase	tension mount	lit	1
w40	d824	tension increase	tension mount	lit	3
w154	d824	tension increase	tension mount	lit	1
w159	d824	tension increase	tension mount	lit	2
w17	d824	tension increase	tension mount	lit	6
w143	d824	tension increase	tension mount	lit	4
w2	d824	tension increase	tension mount	lit	3
w36	d824	tension increase	tension mount	lit	5
w143	d825	corrupt mind	poison mind	met	2
w159	d825	corrupt mind	poison mind	met	3
w156	d825	corrupt mind	poison mind	met	2
w47	d825	corrupt mind	poison mind	met	2
w158	d825	corrupt mind	poison mind	met	1
w160	d825	corrupt mind	poison mind	met	5
w40	d825	corrupt mind	poison mind	met	4
w31	d825	corrupt mind	poison mind	met	2
w154	d825	corrupt mind	poison mind	met	2
w141	d825	corrupt mind	poison mind	met	1
w7	d825	corrupt mind	poison mind	met	2
w17	d825	corrupt mind	poison mind	met	3
w42	d825	corrupt mind	poison mind	met	6
w15	d825	corrupt mind	poison mind	met	5
w2	d825	corrupt mind	poison mind	met	4
w40	d826	invest money	pour money	lit	3
w143	d826	invest money	pour money	lit	4
w141	d826	invest money	pour money	lit	1
w160	d826	invest money	pour money	lit	4
w2	d826	invest money	pour money	lit	4
w31	d826	invest money	pour money	lit	5
w154	d826	invest money	pour money	lit	2
w15	d826	invest money	pour money	lit	5
w7	d826	invest money	pour money	lit	2
w36	d826	invest money	pour money	lit	6
w17	d826	invest money	pour money	lit	4
w159	d826	invest money	pour money	lit	4
w25	d826	invest money	pour money	lit	4
w42	d826	invest money	pour money	lit	5
w47	d826	invest money	pour money	lit	4
w42	d827	story intrigue	story grab	lit	5
w15	d827	story intrigue	story grab	lit	3
w143	d827	story intrigue	story grab	lit	4
w2	d827	story intrigue	story grab	lit	4
w47	d827	story intrigue	story grab	lit	6
w25	d827	story intrigue	story grab	lit	4
w159	d827	story intrigue	story grab	lit	6
w160	d827	story intrigue	story grab	lit	4
w141	d827	story intrigue	story grab	lit	1
w31	d827	story intrigue	story grab	lit	2
w156	d827	story intrigue	story grab	lit	1
w154	d827	story intrigue	story grab	lit	2
w7	d827	story intrigue	story grab	lit	3
w17	d827	story intrigue	story grab	lit	3
w40	d827	story intrigue	story grab	lit	3
w154	d828	experience freedom	taste freedom	met	5
w156	d828	experience freedom	taste freedom	met	5
w31	d828	experience freedom	taste freedom	met	2
w42	d828	experience freedom	taste freedom	met	6
w47	d828	experience freedom	taste freedom	met	4
w36	d828	experience freedom	taste freedom	met	4
w17	d828	experience freedom	taste freedom	met	3
w15	d828	experience freedom	taste freedom	met	3
w159	d828	experience freedom	taste freedom	met	3
w143	d828	experience freedom	taste freedom	met	6
w2	d828	experience freedom	taste freedom	met	4
w141	d828	experience freedom	taste freedom	met	1
w40	d828	experience freedom	taste freedom	met	4
w160	d828	experience freedom	taste freedom	met	6
w7	d828	experience freedom	taste freedom	met	2
w25	d829	forget trouble	drown trouble	lit	4
w40	d829	forget trouble	drown trouble	lit	4
w47	d829	forget trouble	drown trouble	lit	3
w36	d829	forget trouble	drown trouble	lit	5
w141	d829	forget trouble	drown trouble	lit	1
w160	d829	forget trouble	drown trouble	lit	3
w143	d829	forget trouble	drown trouble	lit	4
w42	d829	forget trouble	drown trouble	lit	5
w159	d829	forget trouble	drown trouble	lit	6
w154	d829	forget trouble	drown trouble	lit	5
w2	d829	forget trouble	drown trouble	lit	4
w31	d829	forget trouble	drown trouble	lit	1
w15	d829	forget trouble	drown trouble	lit	5
w17	d829	forget trouble	drown trouble	lit	3
w7	d829	forget trouble	drown trouble	lit	3
w47	d830	mess show	mess reflect	met	5
w159	d830	mess show	mess reflect	met	5
w40	d830	mess show	mess reflect	met	4
w36	d830	mess show	mess reflect	met	5
w160	d830	mess show	mess reflect	met	6
w143	d830	mess show	mess reflect	met	2
w7	d830	mess show	mess reflect	met	1
w42	d830	mess show	mess reflect	met	6
w2	d830	mess show	mess reflect	met	4
w31	d830	mess show	mess reflect	met	5
w15	d830	mess show	mess reflect	met	4
w154	d830	mess show	mess reflect	met	2
w17	d830	mess show	mess reflect	met	4
w141	d830	mess show	mess reflect	met	1
w93	d830	mess show	mess reflect	met	4
w156	d831	reject past	disown past	lit	5
w40	d831	reject past	disown past	lit	4
w31	d831	reject past	disown past	lit	2
w143	d831	reject past	disown past	lit	5
w160	d831	reject past	disown past	lit	4
w7	d831	reject past	disown past	lit	1
w17	d831	reject past	disown past	lit	5
w141	d831	reject past	disown past	lit	1
w2	d831	reject past	disown past	lit	3
w47	d831	reject past	disown past	lit	3
w42	d831	reject past	disown past	lit	6
w36	d831	reject past	disown past	lit	5
w159	d831	reject past	disown past	lit	6
w154	d831	reject past	disown past	lit	2
w15	d831	reject past	disown past	lit	3
w42	d832	saturate market	flood market	met	5
w36	d832	saturate market	flood market	met	6
w154	d832	saturate market	flood market	met	5
w143	d832	saturate market	flood market	met	5
w40	d832	saturate market	flood market	met	5
w25	d832	saturate market	flood market	met	2
w7	d832	saturate market	flood market	met	1
w47	d832	saturate market	flood market	met	5
w2	d832	saturate market	flood market	met	4
w141	d832	saturate market	flood market	met	1
w159	d832	saturate market	flood market	met	5
w31	d832	saturate market	flood market	met	6
w160	d832	saturate market	flood market	met	5
w15	d832	saturate market	flood market	met	3
w17	d832	saturate market	flood market	met	3
w143	d833	instill life	breathe life	lit	6
w36	d833	instill life	breathe life	lit	4
w17	d833	instill life	breathe life	lit	4
w7	d833	instill life	breathe life	lit	5
w15	d833	instill life	breathe life	lit	3
w156	d833	instill life	breathe life	lit	2
w31	d833	instill life	breathe life	lit	1
w40	d833	instill life	breathe life	lit	4
w154	d833	instill life	breathe life	lit	1
w141	d833	instill life	breathe life	lit	1
w42	d833	instill life	breathe life	lit	6
w47	d833	instill life	breathe life	lit	2
w2	d833	instill life	breathe life	lit	3
w160	d833	instill life	breathe life	lit	5
w159	d833	instill life	breathe life	lit	3
w31	d834	urge someone	push someone	met	5
w40	d834	urge someone	push someone	met	3
w15	d834	urge someone	push someone	met	3
w156	d834	urge someone	push someone	met	2
w7	d834	urge someone	push someone	met	1
w160	d834	urge someone	push someone	met	2
w143	d834	urge someone	push someone	met	3
w36	d834	urge someone	push someone	met	3
w159	d834	urge someone	push someone	met	2
w47	d834	urge someone	push someone	met	3
w2	d834	urge someone	push someone	met	3
w154	d834	urge someone	push someone	met	6
w17	d834	urge someone	push someone	met	6
w141	d834	urge someone	push someone	met	1
w42	d834	urge someone	push someone	met	6
w25	d835	stimulate debate	fuel debate	lit	1
w15	d835	stimulate debate	fuel debate	lit	3
w2	d835	stimulate debate	fuel debate	lit	3
w42	d835	stimulate debate	fuel debate	lit	5
w17	d835	stimulate debate	fuel debate	lit	6
w31	d835	stimulate debate	fuel debate	lit	5
w159	d835	stimulate debate	fuel debate	lit	2
w143	d835	stimulate debate	fuel debate	lit	3
w36	d835	stimulate debate	fuel debate	lit	4
w7	d835	stimulate debate	fuel debate	lit	1
w141	d835	stimulate debate	fuel debate	lit	1
w160	d835	stimulate debate	fuel debate	lit	2
w47	d835	stimulate debate	fuel debate	lit	4
w40	d835	stimulate debate	fuel debate	lit	4
w154	d835	stimulate debate	fuel debate	lit	5
w141	d836	organise production	mount production	met	1
w2	d836	organise production	mount production	met	4
w25	d836	organise production	mount production	met	3
w159	d836	organise production	mount production	met	2
w160	d836	organise production	mount production	met	1
w47	d836	organise production	mount production	met	1
w7	d836	organise production	mount production	met	1
w154	d836	organise production	mount production	met	5
w40	d836	organise production	mount production	met	4
w15	d836	organise production	mount production	met	3
w36	d836	organise production	mount production	met	6
w42	d836	organise production	mount production	met	6
w17	d836	organise production	mount production	met	5
w31	d836	organise production	mount production	met	5
w143	d836	organise production	mount production	met	4
w143	d837	invest money	pour money	met	6
w2	d837	invest money	pour money	met	4
w31	d837	invest money	pour money	met	2
w160	d837	invest money	pour money	met	2
w40	d837	invest money	pour money	met	4
w47	d837	invest money	pour money	met	3
w141	d837	invest money	pour money	met	1
w42	d837	invest money	pour money	met	5
w154	d837	invest money	pour money	met	1
w159	d837	invest money	pour money	met	2
w156	d837	invest money	pour money	met	1
w17	d837	invest money	pour money	met	4
w15	d837	invest money	pour money	met	2
w36	d837	invest money	pour money	met	5
w7	d837	invest money	pour money	met	2
w40	d838	disclose report	leak report	met	4
w154	d838	disclose report	leak report	met	2
w15	d838	disclose report	leak report	met	3
w160	d838	disclose report	leak report	met	1
w159	d838	disclose report	leak report	met	4
w17	d838	disclose report	leak report	met	6
w141	d838	disclose report	leak report	met	1
w143	d838	disclose report	leak report	met	6
w47	d838	disclose report	leak report	met	2
w7	d838	disclose report	leak report	met	1
w31	d838	disclose report	leak report	met	5
w42	d838	disclose report	leak report	met	5
w86	d838	disclose report	leak report	met	4
w2	d838	disclose report	leak report	met	3
w156	d838	disclose report	leak report	met	4
w159	d839	disclose report	leak report	met	1
w154	d839	disclose report	leak report	met	2
w160	d839	disclose report	leak report	met	1
w141	d839	disclose report	leak report	met	1
w143	d839	disclose report	leak report	met	6
w42	d839	disclose report	leak report	met	5
w93	d839	disclose report	leak report	met	2
w2	d839	disclose report	leak report	met	3
w31	d839	disclose report	leak report	met	2
w47	d839	disclose report	leak report	met	1
w17	d839	disclose report	leak report	met	4
w7	d839	disclose report	leak report	met	1
w15	d839	disclose report	leak report	met	5
w40	d839	disclose report	leak report	met	4
w156	d839	disclose report	leak report	met	5
w160	d840	tension increase	tension mount	met	5
w47	d840	tension increase	tension mount	met	5
w7	d840	tension increase	tension mount	met	4
w2	d840	tension increase	tension mount	met	4
w40	d840	tension increase	tension mount	met	4
w42	d840	tension increase	tension mount	met	5
w15	d840	tension increase	tension mount	met	3
w17	d840	tension increase	tension mount	met	4
w156	d840	tension increase	tension mount	met	4
w143	d840	tension increase	tension mount	met	5
w141	d840	tension increase	tension mount	met	6
w159	d840	tension increase	tension mount	met	6
w31	d840	tension increase	tension mount	met	2
w93	d840	tension increase	tension mount	met	4
w154	d840	tension increase	tension mount	met	5
w154	d841	have smile	wear smile	met	2
w15	d841	have smile	wear smile	met	4
w17	d841	have smile	wear smile	met	4
w31	d841	have smile	wear smile	met	2
w156	d841	have smile	wear smile	met	5
w143	d841	have smile	wear smile	met	6
w36	d841	have smile	wear smile	met	5
w2	d841	have smile	wear smile	met	3
w42	d841	have smile	wear smile	met	5
w161	d841	have smile	wear smile	met	5
w25	d841	have smile	wear smile	met	4
w40	d841	have smile	wear smile	met	3
w141	d841	have smile	wear smile	met	1
w93	d841	have smile	wear smile	met	3
w47	d841	have smile	wear smile	met	6
w15	d842	discuss idea	float idea	lit	3
w141	d842	discuss idea	float idea	lit	6
w93	d842	discuss idea	float idea	lit	4
w17	d842	discuss idea	float idea	lit	6
w31	d842	discuss idea	float idea	lit	2
w47	d842	discuss idea	float idea	lit	3
w156	d842	discuss idea	float idea	lit	5
w36	d842	discuss idea	float idea	lit	5
w161	d842	discuss idea	float idea	lit	4
w162	d842	discuss idea	float idea	lit	3
w40	d842	discuss idea	float idea	lit	4
w2	d842	discuss idea	float idea	lit	4
w154	d842	discuss idea	float idea	lit	6
w143	d842	discuss idea	float idea	lit	6
w42	d842	discuss idea	float idea	lit	6
w15	d843	believe story	buy story	met	4
w155	d843	believe story	buy story	met	4
w17	d843	believe story	buy story	met	3
w93	d843	believe story	buy story	met	1
w28	d843	believe story	buy story	met	5
w2	d843	believe story	buy story	met	3
w42	d843	believe story	buy story	met	6
w143	d843	believe story	buy story	met	6
w36	d843	believe story	buy story	met	4
w141	d843	believe story	buy story	met	1
w31	d843	believe story	buy story	met	6
w47	d843	believe story	buy story	met	4
w40	d843	believe story	buy story	met	4
w161	d843	believe story	buy story	met	6
w154	d843	believe story	buy story	met	1
w31	d844	fire destroy	fire devour	met	5
w42	d844	fire destroy	fire devour	met	5
w156	d844	fire destroy	fire devour	met	4
w93	d844	fire destroy	fire devour	met	2
w36	d844	fire destroy	fire devour	met	5
w40	d844	fire destroy	fire devour	met	4
w154	d844	fire destroy	fire devour	met	6
w15	d844	fire destroy	fire devour	met	4
w2	d844	fire destroy	fire devour	met	3
w28	d844	fire destroy	fire devour	met	4
w141	d844	fire destroy	fire devour	met	1
w47	d844	fire destroy	fire devour	met	5
w17	d844	fire destroy	fire devour	met	3
w161	d844	fire destroy	fire devour	met	5
w143	d844	fire destroy	fire devour	met	1
w161	d845	drink alcohol	abuse alcohol	lit	5
w40	d845	drink alcohol	abuse alcohol	lit	3
w2	d845	drink alcohol	abuse alcohol	lit	4
w141	d845	drink alcohol	abuse alcohol	lit	1
w154	d845	drink alcohol	abuse alcohol	lit	2
w47	d845	drink alcohol	abuse alcohol	lit	4
w31	d845	drink alcohol	abuse alcohol	lit	3
w36	d845	drink alcohol	abuse alcohol	lit	5
w156	d845	drink alcohol	abuse alcohol	lit	2
w93	d845	drink alcohol	abuse alcohol	lit	4
w15	d845	drink alcohol	abuse alcohol	lit	5
w42	d845	drink alcohol	abuse alcohol	lit	5
w17	d845	drink alcohol	abuse alcohol	lit	2
w155	d845	drink alcohol	abuse alcohol	lit	4
w143	d845	drink alcohol	abuse alcohol	lit	4
w155	d846	instill doubt	sow doubt	lit	4
w161	d846	instill doubt	sow doubt	lit	4
w2	d846	instill doubt	sow doubt	lit	3
w31	d846	instill doubt	sow doubt	lit	2
w141	d846	instill doubt	sow doubt	lit	1
w17	d846	instill doubt	sow doubt	lit	3
w15	d846	instill doubt	sow doubt	lit	3
w47	d846	instill doubt	sow doubt	lit	4
w143	d846	instill doubt	sow doubt	lit	2
w154	d846	instill doubt	sow doubt	lit	6
w36	d846	instill doubt	sow doubt	lit	5
w28	d846	instill doubt	sow doubt	lit	3
w93	d846	instill doubt	sow doubt	lit	5
w42	d846	instill doubt	sow doubt	lit	5
w40	d846	instill doubt	sow doubt	lit	4
w25	d847	cause doubt	cast doubt	met	3
w93	d847	cause doubt	cast doubt	met	5
w154	d847	cause doubt	cast doubt	met	5
w143	d847	cause doubt	cast doubt	met	1
w17	d847	cause doubt	cast doubt	met	6
w15	d847	cause doubt	cast doubt	met	3
w36	d847	cause doubt	cast doubt	met	5
w28	d847	cause doubt	cast doubt	met	6
w31	d847	cause doubt	cast doubt	met	2
w2	d847	cause doubt	cast doubt	met	4
w141	d847	cause doubt	cast doubt	met	1
w47	d847	cause doubt	cast doubt	met	2
w42	d847	cause doubt	cast doubt	met	6
w161	d847	cause doubt	cast doubt	met	2
w40	d847	cause doubt	cast doubt	met	4
w93	d848	instill doubt	sow doubt	lit	2
w42	d848	instill doubt	sow doubt	lit	5
w154	d848	instill doubt	sow doubt	lit	2
w47	d848	instill doubt	sow doubt	lit	5
w36	d848	instill doubt	sow doubt	lit	5
w143	d848	instill doubt	sow doubt	lit	5
w17	d848	instill doubt	sow doubt	lit	5
w40	d848	instill doubt	sow doubt	lit	3
w2	d848	instill doubt	sow doubt	lit	4
w141	d848	instill doubt	sow doubt	lit	1
w161	d848	instill doubt	sow doubt	lit	2
w156	d848	instill doubt	sow doubt	lit	1
w31	d848	instill doubt	sow doubt	lit	6
w15	d848	instill doubt	sow doubt	lit	4
w25	d848	instill doubt	sow doubt	lit	4
w143	d849	fire destroy	fire devour	lit	4
w15	d849	fire destroy	fire devour	lit	3
w42	d849	fire destroy	fire devour	lit	6
w162	d849	fire destroy	fire devour	lit	3
w156	d849	fire destroy	fire devour	lit	3
w17	d849	fire destroy	fire devour	lit	4
w93	d849	fire destroy	fire devour	lit	4
w40	d849	fire destroy	fire devour	lit	3
w2	d849	fire destroy	fire devour	lit	3
w161	d849	fire destroy	fire devour	lit	6
w141	d849	fire destroy	fire devour	lit	1
w154	d849	fire destroy	fire devour	lit	2
w36	d849	fire destroy	fire devour	lit	5
w47	d849	fire destroy	fire devour	lit	5
w31	d849	fire destroy	fire devour	lit	2
w42	d850	forget trouble	drown trouble	lit	6
w17	d850	forget trouble	drown trouble	lit	5
w141	d850	forget trouble	drown trouble	lit	1
w143	d850	forget trouble	drown trouble	lit	5
w25	d850	forget trouble	drown trouble	lit	3
w161	d850	forget trouble	drown trouble	lit	1
w36	d850	forget trouble	drown trouble	lit	4
w93	d850	forget trouble	drown trouble	lit	5
w156	d850	forget trouble	drown trouble	lit	5
w154	d850	forget trouble	drown trouble	lit	5
w40	d850	forget trouble	drown trouble	lit	4
w2	d850	forget trouble	drown trouble	lit	4
w31	d850	forget trouble	drown trouble	lit	2
w47	d850	forget trouble	drown trouble	lit	4
w15	d850	forget trouble	drown trouble	lit	4
w141	d851	make remark	throw remark	met	1
w143	d851	make remark	throw remark	met	2
w36	d851	make remark	throw remark	met	5
w42	d851	make remark	throw remark	met	5
w93	d851	make remark	throw remark	met	6
w15	d851	make remark	throw remark	met	3
w158	d851	make remark	throw remark	met	1
w154	d851	make remark	throw remark	met	5
w40	d851	make remark	throw remark	met	4
w47	d851	make remark	throw remark	met	1
w161	d851	make remark	throw remark	met	3
w31	d851	make remark	throw remark	met	1
w17	d851	make remark	throw remark	met	6
w155	d851	make remark	throw remark	met	4
w2	d851	make remark	throw remark	met	3
w93	d852	mess show	mess reflect	met	3
w143	d852	mess show	mess reflect	met	5
w42	d852	mess show	mess reflect	met	5
w154	d852	mess show	mess reflect	met	1
w161	d852	mess show	mess reflect	met	5
w47	d852	mess show	mess reflect	met	5
w40	d852	mess show	mess reflect	met	3
w15	d852	mess show	mess reflect	met	4
w156	d852	mess show	mess reflect	met	5
w141	d852	mess show	mess reflect	met	6
w2	d852	mess show	mess reflect	met	4
w17	d852	mess show	mess reflect	met	4
w28	d852	mess show	mess reflect	met	2
w36	d852	mess show	mess reflect	met	5
w31	d852	mess show	mess reflect	met	5
w25	d853	improve economy	boost economy	met	2
w93	d853	improve economy	boost economy	met	2
w42	d853	improve economy	boost economy	met	5
w156	d853	improve economy	boost economy	met	4
w36	d853	improve economy	boost economy	met	5
